cohort,band,score,q,r,burden,sensitivity,ci_lo,ci_hi,n_boot
mskcc,ALL,disagreement,0.1,290,0.09989665862900447,0.125,,,0
mskcc,ALL,disagreement,0.15,435,0.14984498794350673,0.19746376811594202,,,0
mskcc,ALL,disagreement,0.2,581,0.20013778849466068,0.26992753623188404,,,0
mskcc,ALL,disagreement,0.3,871,0.30003444712366517,0.41847826086956524,,,0
mskcc,<40,s,0.05,38,0.05026455026455026,0.3888888888888889,0.2527616279069768,0.5483870967741935,500
mskcc,<40,s,0.1,76,0.10052910052910052,0.4166666666666667,0.2857142857142857,0.6120519713261648,500
mskcc,<40,s,0.15,113,0.14947089947089948,0.5277777777777778,0.3521065182829889,0.6875,500
mskcc,<40,s,0.2,151,0.19973544973544974,0.6111111111111112,0.41247479838709694,0.75,500
mskcc,<40,s,0.3,227,0.3002645502645503,0.6666666666666666,0.525,0.8170454545454545,500
mskcc,<40,d,0.05,38,0.05026455026455026,0.3888888888888889,0.24312638580931265,0.5492338709677419,500
mskcc,<40,d,0.1,76,0.10052910052910052,0.4166666666666667,0.2742163009404389,0.5882352941176471,500
mskcc,<40,d,0.15,113,0.14947089947089948,0.5555555555555556,0.39034701857282506,0.7032282282282283,500
mskcc,<40,d,0.2,151,0.19973544973544974,0.5555555555555556,0.4,0.725,500
mskcc,<40,d,0.3,227,0.3002645502645503,0.6666666666666666,0.5067857142857144,0.8153265107212475,500
mskcc,<40,msp,0.05,38,0.05026455026455026,0.16666666666666666,,,0
mskcc,<40,msp,0.1,76,0.10052910052910052,0.2777777777777778,,,0
mskcc,<40,msp,0.15,113,0.14947089947089948,0.3888888888888889,,,0
mskcc,<40,msp,0.2,151,0.19973544973544974,0.5277777777777778,,,0
mskcc,<40,msp,0.3,227,0.3002645502645503,0.6666666666666666,,,0
mskcc,<40,entropy,0.05,38,0.05026455026455026,0.16666666666666666,,,0
mskcc,<40,entropy,0.1,76,0.10052910052910052,0.3055555555555556,,,0
mskcc,<40,entropy,0.15,113,0.14947089947089948,0.3611111111111111,,,0
mskcc,<40,entropy,0.2,151,0.19973544973544974,0.5555555555555556,,,0
mskcc,<40,entropy,0.3,227,0.3002645502645503,0.6666666666666666,,,0
mskcc,<40,margin,0.05,38,0.05026455026455026,0.1388888888888889,,,0
mskcc,<40,margin,0.1,76,0.10052910052910052,0.2777777777777778,,,0
mskcc,<40,margin,0.15,113,0.14947089947089948,0.4444444444444444,,,0
mskcc,<40,margin,0.2,151,0.19973544973544974,0.4722222222222222,,,0
mskcc,<40,margin,0.3,227,0.3002645502645503,0.6666666666666666,,,0
mskcc,<40,disagreement,0.05,38,0.05026455026455026,0.05555555555555555,,,0
mskcc,<40,disagreement,0.1,76,0.10052910052910052,0.1111111111111111,,,0
mskcc,<40,disagreement,0.15,113,0.14947089947089948,0.25,,,0
mskcc,<40,disagreement,0.2,151,0.19973544973544974,0.5,,,0
mskcc,<40,disagreement,0.3,227,0.3002645502645503,0.6388888888888888,,,0
mskcc,40-59,s,0.05,41,0.049576783555018135,0.2032520325203252,0.14161747343565528,0.25,500
mskcc,40-59,s,0.1,83,0.1003627569528416,0.2926829268292683,0.22166970163888502,0.36051543346625314,500
mskcc,40-59,s,0.15,124,0.14993954050785974,0.36585365853658536,0.2817288306451613,0.44838592233009705,500
mskcc,40-59,s,0.2,165,0.19951632406287786,0.4065040650406504,0.3333333333333333,0.48897581792318623,500
mskcc,40-59,s,0.3,248,0.2998790810157195,0.5365853658536586,0.4526429926809434,0.6203620689655173,500
mskcc,40-59,d,0.05,41,0.049576783555018135,0.2032520325203252,0.1416978346456693,0.24898504273504268,500
mskcc,40-59,d,0.1,83,0.1003627569528416,0.2845528455284553,0.22083063785742013,0.3617982010735528,500
mskcc,40-59,d,0.15,124,0.14993954050785974,0.35772357723577236,0.2695548489666137,0.43717142453363467,500
mskcc,40-59,d,0.2,165,0.19951632406287786,0.3821138211382114,0.3106201101130107,0.46725333231193505,500
mskcc,40-59,d,0.3,248,0.2998790810157195,0.4959349593495935,0.4139260208752976,0.584,500
mskcc,40-59,msp,0.05,41,0.049576783555018135,0.08943089430894309,,,0
mskcc,40-59,msp,0.1,83,0.1003627569528416,0.15447154471544716,,,0
mskcc,40-59,msp,0.15,124,0.14993954050785974,0.25203252032520324,,,0
