cohort,band,score,q,r,burden,sensitivity,ci_lo,ci_hi,n_boot
mskcc,40-59,msp,0.2,165,0.19951632406287786,0.3252032520325203,,,0
mskcc,40-59,msp,0.3,248,0.2998790810157195,0.43089430894308944,,,0
mskcc,40-59,entropy,0.05,41,0.049576783555018135,0.07317073170731707,,,0
mskcc,40-59,entropy,0.1,83,0.1003627569528416,0.14634146341463414,,,0
mskcc,40-59,entropy,0.15,124,0.14993954050785974,0.21138211382113822,,,0
mskcc,40-59,entropy,0.2,165,0.19951632406287786,0.3089430894308943,,,0
mskcc,40-59,entropy,0.3,248,0.2998790810157195,0.43089430894308944,,,0
mskcc,40-59,margin,0.05,41,0.049576783555018135,0.06504065040650407,,,0
mskcc,40-59,margin,0.1,83,0.1003627569528416,0.17073170731707318,,,0
mskcc,40-59,margin,0.15,124,0.14993954050785974,0.2682926829268293,,,0
mskcc,40-59,margin,0.2,165,0.19951632406287786,0.3170731707317073,,,0
mskcc,40-59,margin,0.3,248,0.2998790810157195,0.44715447154471544,,,0
mskcc,40-59,disagreement,0.05,41,0.049576783555018135,0.024390243902439025,,,0
mskcc,40-59,disagreement,0.1,83,0.1003627569528416,0.11382113821138211,,,0
mskcc,40-59,disagreement,0.15,124,0.14993954050785974,0.1951219512195122,,,0
mskcc,40-59,disagreement,0.2,165,0.19951632406287786,0.2764227642276423,,,0
mskcc,40-59,disagreement,0.3,248,0.2998790810157195,0.4065040650406504,,,0
mskcc,60+,s,0.05,50,0.04950495049504951,0.09657320872274143,0.07898536234202527,0.1219614749936532,500
mskcc,60+,s,0.1,101,0.1,0.19314641744548286,0.1621389578163772,0.22439698784979467,500
mskcc,60+,s,0.15,152,0.1504950495049505,0.2803738317757009,0.23843557872226678,0.3149967658170296,500
mskcc,60+,s,0.2,202,0.2,0.35514018691588783,0.3141485591447827,0.394749539559512,500
mskcc,60+,s,0.3,303,0.3,0.4766355140186916,0.43311820755578556,0.53081295154769,500
mskcc,60+,d,0.05,50,0.04950495049504951,0.09345794392523364,0.07354325150968552,0.11828033725920184,500
mskcc,60+,d,0.1,101,0.1,0.1838006230529595,0.15501471241394627,0.21486389010851156,500
mskcc,60+,d,0.15,152,0.1504950495049505,0.26791277258566976,0.23452173913043478,0.30438576468146916,500
mskcc,60+,d,0.2,202,0.2,0.34579439252336447,0.3069621632682111,0.38461538461538464,500
mskcc,60+,d,0.3,303,0.3,0.4735202492211838,0.4200562130177515,0.5164663461538462,500
mskcc,60+,msp,0.05,50,0.04950495049504951,0.04361370716510903,,,0
mskcc,60+,msp,0.1,101,0.1,0.13707165109034267,,,0
mskcc,60+,msp,0.15,152,0.1504950495049505,0.20249221183800623,,,0
mskcc,60+,msp,0.2,202,0.2,0.26479750778816197,,,0
mskcc,60+,msp,0.3,303,0.3,0.3862928348909657,,,0
mskcc,60+,entropy,0.05,50,0.04950495049504951,0.040498442367601244,,,0
mskcc,60+,entropy,0.1,101,0.1,0.12461059190031153,,,0
mskcc,60+,entropy,0.15,152,0.1504950495049505,0.18691588785046728,,,0
mskcc,60+,entropy,0.2,202,0.2,0.2616822429906542,,,0
mskcc,60+,entropy,0.3,303,0.3,0.3582554517133956,,,0
mskcc,60+,margin,0.05,50,0.04950495049504951,0.06230529595015576,,,0
mskcc,60+,margin,0.1,101,0.1,0.1308411214953271,,,0
mskcc,60+,margin,0.15,152,0.1504950495049505,0.19937694704049844,,,0
mskcc,60+,margin,0.2,202,0.2,0.27102803738317754,,,0
mskcc,60+,margin,0.3,303,0.3,0.37383177570093457,,,0
mskcc,60+,disagreement,0.05,50,0.04950495049504951,0.03115264797507788,,,0
mskcc,60+,disagreement,0.1,101,0.1,0.08722741433021806,,,0
mskcc,60+,disagreement,0.15,152,0.1504950495049505,0.14018691588785046,,,0
mskcc,60+,disagreement,0.2,202,0.2,0.20249221183800623,,,0
mskcc,60+,disagreement,0.3,303,0.3,0.3052959501557632,,,0
pad,ALL,s,0.05,105,0.04985754985754986,0.06330669944683466,,,0
pad,ALL,s,0.1,211,0.10018993352326686,0.12845728334357714,,,0
pad,ALL,s,0.15,316,0.15004748338081672,0.19053472649047326,,,0
pad,ALL,s,0.2,421,0.19990503323836656,0.25138291333743085,,,0
pad,ALL,s,0.3,632,0.30009496676163344,0.36263060848186845,,,0
pad,ALL,d,0.05,105,0.04985754985754986,0.06330669944683466,,,0
pad,ALL,d,0.1,211,0.10018993352326686,0.12784265519360788,,,0
pad,ALL,d,0.15,316,0.15004748338081672,0.19053472649047326,,,0
pad,ALL,d,0.2,421,0.19990503323836656,0.24953902888752305,,,0
pad,ALL,d,0.3,632,0.30009496676163344,0.36508912108174557,,,0
pad,ALL,msp,0.05,105,0.04985754985754986,0.06023355869698832,,,0
pad,ALL,msp,0.1,211,0.10018993352326686,0.12292562999385372,,,0
pad,ALL,msp,0.15,316,0.15004748338081672,0.18070067609096496,,,0
pad,ALL,msp,0.2,421,0.19990503323836656,0.23724646588813766,,,0
pad,ALL,msp,0.3,632,0.30009496676163344,0.3552550706822373,,,0
pad,ALL,entropy,0.05,105,0.04985754985754986,0.0626920712968654,,,0
pad,ALL,entropy,0.1,211,0.10018993352326686,0.12354025814382298,,,0
pad,ALL,entropy,0.15,316,0.15004748338081672,0.1856177012907191,,,0
pad,ALL,entropy,0.2,421,0.19990503323836656,0.24708051628764596,,,0
pad,ALL,entropy,0.3,632,0.30009496676163344,0.36693300553165337,,,0
pad,ALL,margin,0.05,105,0.04985754985754986,0.05716041794714198,,,0
pad,ALL,margin,0.1,211,0.10018993352326686,0.11493546404425323,,,0
pad,ALL,margin,0.15,316,0.15004748338081672,0.17332513829133375,,,0
pad,ALL,margin,0.2,421,0.19990503323836656,0.22802704363859866,,,0
pad,ALL,margin,0.3,632,0.30009496676163344,0.3435771358328211,,,0
pad,ALL,disagreement,0.05,105,0.04985754985754986,0.05531653349723417,,,0
pad,ALL,disagreement,0.1,211,0.10018993352326686,0.11063306699446834,,,0
pad,ALL,disagreement,0.15,316,0.15004748338081672,0.1684081130915796,,,0
pad,ALL,disagreement,0.2,421,0.19990503323836656,0.22618315918869084,,,0
pad,ALL,disagreement,0.3,632,0.30009496676163344,0.338660110633067,,,0
pad,<40,s,0.05,12,0.04979253112033195,0.16216216216216217,0.11794750158127768,0.2,500
pad,<40,s,0.1,24,0.0995850622406639,0.24324324324324326,0.19743902439024397,0.3312499999999999,500
pad,<40,s,0.15,36,0.14937759336099585,0.3783783783783784,0.2944117647058824,0.4666666666666667,500
pad,<40,s,0.2,48,0.1991701244813278,0.4594594594594595,0.368718671679198,0.5651056338028169,500
pad,<40,s,0.3,72,0.2987551867219917,0.6216216216216216,0.49691176470588244,0.7333333333333333,500
pad,<40,d,0.05,12,0.04979253112033195,0.16216216216216217,0.11507246376811596,0.2,500
pad,<40,d,0.1,24,0.0995850622406639,0.2702702702702703,0.21142156862745098,0.3445590729225551,500
pad,<40,d,0.15,36,0.14937759336099585,0.3783783783783784,0.3081433998100665,0.4838709677419355,500
pad,<40,d,0.2,48,0.1991701244813278,0.5135135135135135,0.3973436951176677,0.6015441176470587,500
pad,<40,d,0.3,72,0.2987551867219917,0.5945945945945946,0.5052052785923754,0.7190378289473685,500
pad,<40,msp,0.05,12,0.04979253112033195,0.12162162162162163,,,0
pad,<40,msp,0.1,24,0.0995850622406639,0.25675675675675674,,,0
pad,<40,msp,0.15,36,0.14937759336099585,0.32432432432432434,,,0
pad,<40,msp,0.2,48,0.1991701244813278,0.3783783783783784,,,0
pad,<40,msp,0.3,72,0.2987551867219917,0.5675675675675675,,,0
pad,<40,entropy,0.05,12,0.04979253112033195,0.14864864864864866,,,0
pad,<40,entropy,0.1,24,0.0995850622406639,0.28378378378378377,,,0
pad,<40,entropy,0.15,36,0.14937759336099585,0.3918918918918919,,,0
pad,<40,entropy,0.2,48,0.1991701244813278,0.4594594594594595,,,0
pad,<40,entropy,0.3,72,0.2987551867219917,0.5945945945945946,,,0
pad,<40,margin,0.05,12,0.04979253112033195,0.10810810810810811,,,0
pad,<40,margin,0.1,24,0.0995850622406639,0.1891891891891892,,,0
pad,<40,margin,0.15,36,0.14937759336099585,0.28378378378378377,,,0
pad,<40,margin,0.2,48,0.1991701244813278,0.35135135135135137,,,0
pad,<40,margin,0.3,72,0.2987551867219917,0.5675675675675675,,,0
pad,<40,disagreement,0.05,12,0.04979253112033195,0.08108108108108109,,,0
pad,<40,disagreement,0.1,24,0.0995850622406639,0.17567567567567569,,,0
pad,<40,disagreement,0.15,36,0.14937759336099585,0.24324324324324326,,,0
pad,<40,disagreement,0.2,48,0.1991701244813278,0.35135135135135137,,,0
pad,<40,disagreement,0.3,72,0.2987551867219917,0.47297297297297297,,,0
pad,40-59,s,0.05,37,0.04946524064171123,0.05977382875605816,0.058184106735242276,0.06271186440677966,500
pad,40-59,s,0.1,75,0.10026737967914438,0.12116316639741519,0.11687542896362389,0.125,500
pad,40-59,s,0.15,112,0.1497326203208556,0.18093699515347333,0.17550672260104608,0.1880329314071209,500
pad,40-59,s,0.2,150,0.20053475935828877,0.24232633279483037,0.2321975806451613,0.2495697074010327,500
pad,40-59,s,0.3,224,0.2994652406417112,0.3392568659127625,0.3289890632833493,0.3548667950569732,500
pad,40-59,d,0.05,37,0.04946524064171123,0.05977382875605816,0.058184106735242276,0.06271186440677966,500
pad,40-59,d,0.1,75,0.10026737967914438,0.12116316639741519,0.11687542896362389,0.125,500
pad,40-59,d,0.15,112,0.1497326203208556,0.18093699515347333,0.17485988883742473,0.18760757314974183,500
pad,40-59,d,0.2,150,0.20053475935828877,0.23909531502423265,0.22955974842767296,0.24751810103669575,500
pad,40-59,d,0.3,224,0.2994652406417112,0.3505654281098546,0.33860646195060273,0.36363636363636365,500
pad,40-59,msp,0.05,37,0.04946524064171123,0.05815831987075929,,,0
pad,40-59,msp,0.1,75,0.10026737967914438,0.11793214862681745,,,0
pad,40-59,msp,0.15,112,0.1497326203208556,0.17609046849757673,,,0
pad,40-59,msp,0.2,150,0.20053475935828877,0.23424878836833601,,,0
pad,40-59,msp,0.3,224,0.2994652406417112,0.34248788368336025,,,0
pad,40-59,entropy,0.05,37,0.04946524064171123,0.05977382875605816,,,0
pad,40-59,entropy,0.1,75,0.10026737967914438,0.12116316639741519,,,0
pad,40-59,entropy,0.15,112,0.1497326203208556,0.18093699515347333,,,0
pad,40-59,entropy,0.2,150,0.20053475935828877,0.23909531502423265,,,0
pad,40-59,entropy,0.3,224,0.2994652406417112,0.34894991922455576,,,0
pad,40-59,margin,0.05,37,0.04946524064171123,0.05331179321486268,,,0
pad,40-59,margin,0.1,75,0.10026737967914438,0.11308562197092084,,,0
pad,40-59,margin,0.15,112,0.1497326203208556,0.1680129240710824,,,0
pad,40-59,margin,0.2,150,0.20053475935828877,0.22617124394184168,,,0
pad,40-59,margin,0.3,224,0.2994652406417112,0.33117932148626816,,,0
pad,40-59,disagreement,0.05,37,0.04946524064171123,0.05492730210016155,,,0
pad,40-59,disagreement,0.1,75,0.10026737967914438,0.10823909531502424,,,0
pad,40-59,disagreement,0.15,112,0.1497326203208556,0.16639741518578352,,,0
pad,40-59,disagreement,0.2,150,0.20053475935828877,0.21809369951534732,,,0
pad,40-59,disagreement,0.3,224,0.2994652406417112,0.3182552504038772,,,0
pad,60+,s,0.05,56,0.050134288272157566,0.058886509635974305,0.05555555555555555,0.06137080361948331,500
pad,60+,s,0.1,112,0.10026857654431513,0.11777301927194861,0.11309207836945433,0.1220179444467972,500
pad,60+,s,0.15,168,0.1504028648164727,0.17558886509635974,0.16938888888888887,0.18181818181818182,500
pad,60+,s,0.2,223,0.19964189794091317,0.23233404710920771,0.2248649527838651,0.239957399103139,500
pad,60+,s,0.3,335,0.2999104744852283,0.3372591006423983,0.32652844507534395,0.3485602818760512,500
pad,60+,d,0.05,56,0.050134288272157566,0.057815845824411134,0.053995409604519776,0.060770898899008115,500
pad,60+,d,0.1,112,0.10026857654431513,0.11670235546038545,0.11197165499325902,0.12118152835474834,500
pad,60+,d,0.15,168,0.1504028648164727,0.17558886509635974,0.16859139765958597,0.18137273572709053,500
pad,60+,d,0.2,223,0.19964189794091317,0.23019271948608136,0.22354505726341167,0.2390142001283013,500
pad,60+,d,0.3,335,0.2999104744852283,0.33190578158458245,0.32212006203249194,0.3440472580253068,500
pad,60+,msp,0.05,56,0.050134288272157566,0.05353319057815846,,,0
pad,60+,msp,0.1,112,0.10026857654431513,0.11241970021413276,,,0
pad,60+,msp,0.15,168,0.1504028648164727,0.16488222698072805,,,0
pad,60+,msp,0.2,223,0.19964189794091317,0.21948608137044967,,,0
pad,60+,msp,0.3,335,0.2999104744852283,0.3233404710920771,,,0
pad,60+,entropy,0.05,56,0.050134288272157566,0.057815845824411134,,,0
pad,60+,entropy,0.1,112,0.10026857654431513,0.11241970021413276,,,0
pad,60+,entropy,0.15,168,0.1504028648164727,0.16595289079229122,,,0
pad,60+,entropy,0.2,223,0.19964189794091317,0.22269807280513917,,,0
pad,60+,entropy,0.3,335,0.2999104744852283,0.3372591006423983,,,0
pad,60+,margin,0.05,56,0.050134288272157566,0.055674518201284794,,,0
pad,60+,margin,0.1,112,0.10026857654431513,0.10599571734475374,,,0
pad,60+,margin,0.15,168,0.1504028648164727,0.16059957173447537,,,0
pad,60+,margin,0.2,223,0.19964189794091317,0.20877944325481798,,,0
pad,60+,margin,0.3,335,0.2999104744852283,0.3169164882226981,,,0
pad,60+,disagreement,0.05,56,0.050134288272157566,0.05246252676659529,,,0
pad,60+,disagreement,0.1,112,0.10026857654431513,0.10278372591006424,,,0
pad,60+,disagreement,0.15,168,0.1504028648164727,0.15524625267665954,,,0
pad,60+,disagreement,0.2,223,0.19964189794091317,0.21092077087794434,,,0
pad,60+,disagreement,0.3,335,0.2999104744852283,0.3233404710920771,,,0
