arm,budget,floor,panel,band,n,n_escalating,n_escalating_groups,referral_rate,n_referred,system_sens,frr,n_false_reassured,retained_sens,retained_macro_f1,rescued_misses,argmax_misses,nnb_pi0.01,nnb_pi0.03,nnb_pi0.05,system_sens_ci_lo,system_sens_ci_hi,system_sens_ci_method,score,role
global,0.25,,reserved,60+,2111,1428,479,0.4358124111795358,920,0.8725490196078431,0.12745098039215685,182,0.7642487046632125,0.5299322645009977,656,838,55.81994505404116,18.904157138861926,11.520999555826082,0.8410818890619536,0.9006372178123839,boot,esc_risk,secondary
global,0.25,,reserved,unknown,119,35,25,0.42857142857142855,51,0.8857142857142857,0.11428571428571432,4,0.7333333333333333,0.24450549450549453,20,24,46.24193548387097,15.775985663082436,9.68279569892473,0.7586206896551724,0.9743589743589743,boot,esc_risk,secondary
band,0.3,0.955,reserved,ALL,4733,2340,779,0.4033382632579759,1909,0.8068376068376069,0.19316239316239314,452,0.6698319941563184,0.525278029426763,971,1423,54.32608526280748,18.416263537011194,11.23429919185194,0.77878909899564,0.8320687460018111,boot,esc_risk,secondary
band,0.3,0.955,reserved,<40,978,279,104,0.5296523517382413,518,0.8745519713261649,0.1254480286738351,35,0.7307692307692307,0.3435619078543755,149,184,62.86368113698726,21.2046366002955,12.87282769295715,0.8083333333333333,0.9275509510869564,boot,esc_risk,secondary
band,0.3,0.955,reserved,40-59,1525,598,174,0.41508196721311474,633,0.8110367892976589,0.18896321070234112,113,0.6616766467065869,0.5163090399562631,264,377,52.222940646581925,17.72937792161093,10.830665376616734,0.7529698565592963,0.8623837085905304,boot,esc_risk,secondary
band,0.3,0.955,reserved,60+,2111,1428,479,0.3415442918048318,721,0.792016806722689,0.20798319327731096,297,0.6651634723788049,0.4938455301294599,541,838,46.021006559452566,15.703830425141073,9.640395198278775,0.7569995533260033,0.8250170820185356,boot,esc_risk,secondary
band,0.3,0.955,reserved,unknown,119,35,25,0.31092436974789917,37,0.8,0.19999999999999996,7,0.6111111111111112,0.2385535141440653,17,24,34.88392857142857,12.066468253968251,7.50297619047619,0.6306211554775547,0.9155939838394355,CP,esc_risk,secondary
global,0.3,,reserved,ALL,4733,2340,779,0.44327065286287765,2098,0.8645299145299146,0.13547008547008543,317,0.7431118314424635,0.5584578211565793,1106,1423,53.35157989844742,18.09799074124377,11.04727290980304,0.8389429430825013,0.8877046800134764,boot,esc_risk,secondary
global,0.3,,reserved,<40,978,279,104,0.3537832310838446,346,0.7670250896057348,0.2329749103942652,65,0.59375,0.5152750765883422,119,184,45.31591191689061,15.473546989691549,9.505074004251734,0.657105014191107,0.8571644367716874,boot,esc_risk,secondary
global,0.3,,reserved,40-59,1525,598,174,0.4367213114754098,666,0.8294314381270903,0.1705685618729097,102,0.6842105263157895,0.5239923541819587,275,377,53.919628875665516,18.283515154678636,11.156292410481262,0.7739389173656415,0.8759702568382716,boot,esc_risk,secondary
