,convnext_tiny,convnext_small,densenet121,efficientnet_b0,efficientnet_b3,resnet50
convnext_tiny,1.0,0.12532637075718014,0.15404699738903394,0.14556135770234988,0.1514360313315927,0.13642297650130547
convnext_small,0.12532637075718014,1.0,0.16057441253263707,0.14490861618798956,0.15274151436031333,0.13511749347258487
densenet121,0.15404699738903394,0.16057441253263707,1.0,0.16253263707571802,0.15535248041775457,0.16057441253263707
efficientnet_b0,0.14556135770234988,0.14490861618798956,0.16253263707571802,1.0,0.141644908616188,0.14556135770234988
efficientnet_b3,0.1514360313315927,0.15274151436031333,0.15535248041775457,0.141644908616188,1.0,0.15274151436031333
resnet50,0.13642297650130547,0.13511749347258487,0.16057441253263707,0.14556135770234988,0.15274151436031333,1.0
