arm,age,lambda_point,boot_median,boot_lo,boot_hi
A6,18,0.16961780635173562,0.19629432442675965,0.07136253242032722,0.4785138834823568
A6,19,0.18225521078166665,0.2104977938770527,0.08012943098983746,0.5025599514523215
A6,20,0.19489261521159768,0.2241521725172026,0.08874015399089617,0.5278277653729968
A6,21,0.21072469822816745,0.24075600396208624,0.10048610525388084,0.5456664418636884
A6,22,0.22655678124473722,0.2591238928813444,0.10958720438456851,0.5763115026095654
A6,23,0.24238886426130696,0.2744781690496374,0.12323780141932195,0.603952214284967
A6,24,0.2582209472778767,0.29191882427209304,0.13812326143674242,0.6319650003906654
A6,25,0.2740530302944465,0.3085256541551147,0.15300872145416286,0.6614680834416445
A6,26,0.2933184087383453,0.3311197600990101,0.17249833217294105,0.6833984062127236
A6,27,0.31258378718224406,0.3495323204538784,0.18940416153646955,0.7047216473801551
A6,28,0.33184916562614286,0.36903714098801604,0.19942067455240173,0.7260448885475864
A6,29,0.3511145440700416,0.38880930731726127,0.20244259704843803,0.7472896592832774
A6,30,0.3703799225139404,0.4088611466921914,0.20558771749325971,0.7593403236350369
A6,31,0.3934896825030219,0.43161913566223176,0.2246481423237091,0.773934713096766
A6,32,0.4165994424921034,0.4536661526113566,0.24408821901317063,0.7885040976083211
A6,33,0.43970920248118495,0.4739610996454937,0.2626787884468914,0.8037307394549352
A6,34,0.46281896247026644,0.49827674801081034,0.2878202650994337,0.8204815505102154
A6,35,0.48592872245934793,0.5169434567184867,0.31158611491340316,0.8384616082746491
A6,36,0.5112500048991382,0.5415299746721824,0.3123714451092208,0.8430562174014382
A6,37,0.5365712873389284,0.5637637759578629,0.34588946357544526,0.8452490646869925
A6,38,0.5618925697787187,0.5881870035876849,0.36191704812074926,0.8486353562704317
A6,39,0.587213852218509,0.6103183748722667,0.37794463266605327,0.851969645264142
A6,40,0.6125351346582992,0.6330677965522337,0.3939722172113573,0.8581777790463655
A6,41,0.6314499213135688,0.6498252254894759,0.4164319397967377,0.8518513013048077
A6,42,0.6503647079688384,0.668687071784315,0.4218302449402184,0.8453636279168866
A6,43,0.6692794946241081,0.6844642664615761,0.4306173571302893,0.835064554971282
A6,44,0.6881942812793777,0.6967648674311182,0.4426520412470318,0.8427274428060284
A6,45,0.7071090679346472,0.7074048029437525,0.4546867253637742,0.855889712943054
A6,46,0.7083171682618381,0.7051322677179488,0.4548371779004512,0.8535495158476405
A6,47,0.7095252685890289,0.7016642356111646,0.44053131492228037,0.8494976122147541
A6,48,0.7107333689162197,0.6958016321074332,0.425856556995865,0.8461537067956084
A6,49,0.7119414692434105,0.6916353968409339,0.4050863371938483,0.8573624030514853
A6,50,0.7131495695706014,0.6859757503033493,0.38709606286413284,0.8599165864439785
A6,51,0.6909458867136832,0.6623480079488854,0.3689154029772628,0.8415093213348542
A6,52,0.668742203856765,0.6396891105414757,0.3507347430903927,0.8180137052483805
A6,53,0.6465385209998467,0.6188872693786791,0.3317367279400029,0.7954647916096093
A6,54,0.6243348381429284,0.5980802336868893,0.3112969795572438,0.7753532528302713
A6,55,0.6021311552860102,0.5746139465294644,0.29699078234397125,0.76130077619592
A6,56,0.57153761640353,0.5460097761800928,0.2833806531878775,0.7288723294949023
A6,57,0.5409440775210497,0.5170148276003053,0.27026557860388517,0.6973592358345411
A6,58,0.5103505386385694,0.4880029540067735,0.2580621504453011,0.6606708297620358
A6,59,0.47975699975608915,0.4596835479838831,0.2436742756195625,0.6261081891847949
A6,60,0.44916346087360887,0.43034619874025337,0.23016012221338464,0.5922436504542867
A6,61,0.42628997097546095,0.40878014814243413,0.2236075190241603,0.5590982184846407
A6,62,0.40341648107731304,0.38774561319297574,0.21249012864155525,0.5349396882324826
A6,63,0.3805429911791651,0.36642723500568786,0.19562760538383764,0.5110279953885497
A6,64,0.3576695012810172,0.3450671087515311,0.18764732096824263,0.48595229738983875
A6,65,0.3347960113828693,0.3246641936606761,0.17805976553422423,0.455154535827614
A6,66,0.325710872737809,0.3148998019819741,0.17975276175875263,0.4399275352649581
A6,67,0.3166257340927488,0.3055099559103322,0.1774351048137793,0.4288703385163268
A6,68,0.3075405954476885,0.29751186981031286,0.1730183920267708,0.41570410437767935
A6,69,0.2984554568026283,0.2882895985352576,0.16812120127122218,0.4067643178091598
A6,70,0.28937031815756803,0.2766886196355511,0.16284060674237294,0.39622443987091277
A6,71,0.29122126085502514,0.27705803966766307,0.15910362360162061,0.4022570059498822
A6,72,0.29307220355248226,0.2723929115762727,0.15539062328858935,0.409606670735058
A6,73,0.2949231462499393,0.27330754280197916,0.15038561431370356,0.41141921491857736
A6,74,0.29677408894739643,0.2741695504717041,0.14385462684780786,0.4212467268417411
A6,75,0.29862503164485354,0.27405796371395297,0.13780259521322022,0.4311315683414992
A6,76,0.30277411905289014,0.280603527139925,0.15334533106304374,0.43347942835469944
A6,77,0.3069232064609268,0.2913100344808271,0.17200917841367983,0.44136387458151116
A6,78,0.3110722938689634,0.3039836364739947,0.1776015125927067,0.4482134384478777
A6,79,0.31522138127700006,0.30941156027701255,0.19054244218921212,0.454485434688059
A6,80,0.31937046868503666,0.31559657711777855,0.19142109703056545,0.4666031814634584
A6,81,0.3163236654976935,0.33817471260474463,0.2243355174960372,0.4887037578246025
A6,82,0.3132768623103503,0.3611494349334764,0.22883309644572705,0.5056753727966018
A6,83,0.3102300591230071,0.3841547554521412,0.2253825797252049,0.5823468538720262
A6,84,0.3071832559356639,0.39835208833509894,0.22284941502318553,0.6596436658634424
A6,85,0.30413645274832074,0.41052985270076525,0.22040176804312442,0.7527258271419717
A7,0,0.01812458715552675,0.02174947382435154,0.0023209141556260215,0.18008190962534254
A7,1,0.01812458715552675,0.02174947382435154,0.0023209141556260215,0.18008190962534254
A7,2,0.01812458715552675,0.02174947382435154,0.0023209141556260215,0.18008190962534254
A7,3,0.01812458715552675,0.02174947382435154,0.0023209141556260215,0.18008190962534254
A7,4,0.01812458715552675,0.02174947382435154,0.0023209141556260215,0.18008190962534254
A7,5,0.04316890463290082,0.052781119948077944,0.011053608660138683,0.23555088166278262
A7,6,0.04316890463290082,0.052781119948077944,0.011053608660138683,0.23555088166278262
A7,7,0.04316890463290082,0.052781119948077944,0.011053608660138683,0.23555088166278262
A7,8,0.04316890463290082,0.052781119948077944,0.011053608660138683,0.23555088166278262
A7,9,0.04316890463290082,0.052781119948077944,0.011053608660138683,0.23555088166278262
A7,10,0.08157682180820956,0.09787847332349325,0.023475202554078586,0.3254100299171324
A7,11,0.08157682180820956,0.09787847332349325,0.023475202554078586,0.3254100299171324
A7,12,0.08157682180820956,0.09787847332349325,0.023475202554078586,0.3254100299171324
A7,13,0.08157682180820956,0.09787847332349325,0.023475202554078586,0.3254100299171324
A7,14,0.08157682180820956,0.09787847332349325,0.023475202554078586,0.3254100299171324
A7,15,0.13170559306194254,0.1557236490410121,0.04630750364874249,0.4144683218648714
A7,16,0.13170559306194254,0.1557236490410121,0.04630750364874249,0.4144683218648714
A7,17,0.13170559306194254,0.1557236490410121,0.04630750364874249,0.4144683218648714
A7,18,0.13170559306194254,0.1557236490410121,0.04630750364874249,0.4144683218648714
A7,19,0.13170559306194254,0.1557236490410121,0.04630750364874249,0.4144683218648714
A7,20,0.19489261521159768,0.2241521725172026,0.08874015399089617,0.5278277653729968
A7,21,0.19489261521159768,0.2241521725172026,0.08874015399089617,0.5278277653729968
A7,22,0.19489261521159768,0.2241521725172026,0.08874015399089617,0.5278277653729968
A7,23,0.19489261521159768,0.2241521725172026,0.08874015399089617,0.5278277653729968
A7,24,0.19489261521159768,0.2241521725172026,0.08874015399089617,0.5278277653729968
A7,25,0.2740530302944465,0.3085256541551147,0.15300872145416286,0.6614680834416445
A7,26,0.2740530302944465,0.3085256541551147,0.15300872145416286,0.6614680834416445
A7,27,0.2740530302944465,0.3085256541551147,0.15300872145416286,0.6614680834416445
A7,28,0.2740530302944465,0.3085256541551147,0.15300872145416286,0.6614680834416445
A7,29,0.2740530302944465,0.3085256541551147,0.15300872145416286,0.6614680834416445
A7,30,0.3703799225139404,0.4088611466921914,0.20558771749325971,0.7593403236350369
A7,31,0.3703799225139404,0.4088611466921914,0.20558771749325971,0.7593403236350369
A7,32,0.3703799225139404,0.4088611466921914,0.20558771749325971,0.7593403236350369
A7,33,0.3703799225139404,0.4088611466921914,0.20558771749325971,0.7593403236350369
A7,34,0.3703799225139404,0.4088611466921914,0.20558771749325971,0.7593403236350369
A7,35,0.48592872245934793,0.5169434567184867,0.31158611491340316,0.8384616082746491
A7,36,0.48592872245934793,0.5169434567184867,0.31158611491340316,0.8384616082746491
A7,37,0.48592872245934793,0.5169434567184867,0.31158611491340316,0.8384616082746491
A7,38,0.48592872245934793,0.5169434567184867,0.31158611491340316,0.8384616082746491
A7,39,0.48592872245934793,0.5169434567184867,0.31158611491340316,0.8384616082746491
A7,40,0.6125351346582992,0.6330677965522337,0.3939722172113573,0.8581777790463655
A7,41,0.6125351346582992,0.6330677965522337,0.3939722172113573,0.8581777790463655
A7,42,0.6125351346582992,0.6330677965522337,0.3939722172113573,0.8581777790463655
A7,43,0.6125351346582992,0.6330677965522337,0.3939722172113573,0.8581777790463655
A7,44,0.6125351346582992,0.6330677965522337,0.3939722172113573,0.8581777790463655
A7,45,0.7071090679346472,0.7074048029437525,0.4546867253637742,0.855889712943054
A7,46,0.7071090679346472,0.7074048029437525,0.4546867253637742,0.855889712943054
A7,47,0.7071090679346472,0.7074048029437525,0.4546867253637742,0.855889712943054
A7,48,0.7071090679346472,0.7074048029437525,0.4546867253637742,0.855889712943054
A7,49,0.7071090679346472,0.7074048029437525,0.4546867253637742,0.855889712943054
A7,50,0.7131495695706014,0.6859757503033493,0.38709606286413284,0.8599165864439785
A7,51,0.7131495695706014,0.6859757503033493,0.38709606286413284,0.8599165864439785
A7,52,0.7131495695706014,0.6859757503033493,0.38709606286413284,0.8599165864439785
A7,53,0.7131495695706014,0.6859757503033493,0.38709606286413284,0.8599165864439785
A7,54,0.7131495695706014,0.6859757503033493,0.38709606286413284,0.8599165864439785
A7,55,0.6021311552860102,0.5746139465294644,0.29699078234397125,0.76130077619592
A7,56,0.6021311552860102,0.5746139465294644,0.29699078234397125,0.76130077619592
A7,57,0.6021311552860102,0.5746139465294644,0.29699078234397125,0.76130077619592
A7,58,0.6021311552860102,0.5746139465294644,0.29699078234397125,0.76130077619592
A7,59,0.6021311552860102,0.5746139465294644,0.29699078234397125,0.76130077619592
A7,60,0.43916346087360886,0.423929852378262,0.21531798570965935,0.5855289719006093
A7,61,0.43916346087360886,0.423929852378262,0.21531798570965935,0.5855289719006093
A7,62,0.43916346087360886,0.423929852378262,0.21531798570965935,0.5855289719006093
A7,63,0.43916346087360886,0.423929852378262,0.21531798570965935,0.5855289719006093
A7,64,0.43916346087360886,0.423929852378262,0.21531798570965935,0.5855289719006093
A7,65,0.3247960113828693,0.3194033809924569,0.17066046479113126,0.4495301721015219
A7,66,0.3247960113828693,0.3194033809924569,0.17066046479113126,0.4495301721015219
A7,67,0.3247960113828693,0.3194033809924569,0.17066046479113126,0.4495301721015219
A7,68,0.3247960113828693,0.3194033809924569,0.17066046479113126,0.4495301721015219
A7,69,0.3247960113828693,0.3194033809924569,0.17066046479113126,0.4495301721015219
A7,70,0.279370318157568,0.2716952490002904,0.15116015552302325,0.39489399246302537
A7,71,0.279370318157568,0.2716952490002904,0.15116015552302325,0.39489399246302537
A7,72,0.279370318157568,0.2716952490002904,0.15116015552302325,0.39489399246302537
A7,73,0.279370318157568,0.2716952490002904,0.15116015552302325,0.39489399246302537
A7,74,0.279370318157568,0.2716952490002904,0.15116015552302325,0.39489399246302537
A7,75,0.28862503164485354,0.27003230912446763,0.13779703759262063,0.42119022165821457
A7,76,0.28862503164485354,0.27003230912446763,0.13779703759262063,0.42119022165821457
A7,77,0.28862503164485354,0.27003230912446763,0.13779703759262063,0.42119022165821457
A7,78,0.28862503164485354,0.27003230912446763,0.13779703759262063,0.42119022165821457
A7,79,0.28862503164485354,0.27003230912446763,0.13779703759262063,0.42119022165821457
A7,80,0.3017534607166787,0.3631538140717965,0.22145369049859784,0.5254548763825652
A7,81,0.3017534607166787,0.3631538140717965,0.22145369049859784,0.5254548763825652
A7,82,0.3017534607166787,0.3631538140717965,0.22145369049859784,0.5254548763825652
A7,83,0.3017534607166787,0.3631538140717965,0.22145369049859784,0.5254548763825652
A7,84,0.3017534607166787,0.3631538140717965,0.22145369049859784,0.5254548763825652
A7,85,0.3017534607166787,0.3631538140717965,0.22145369049859784,0.5254548763825652
