arm,key,view,budget,conformal,floor,panel,band,n,n_escalating,n_escalating_groups,referral_rate,n_referred,system_sens,frr,n_false_reassured,retained_sens,retained_macro_f1,rescued_misses,argmax_misses,nnb_pi0.01,nnb_pi0.03,nnb_pi0.05,system_sens_ci_lo,system_sens_ci_hi,system_sens_ci_method,flag_rate
CASC_CONF,CASC_CONF@0.25,LAM,0.25,True,0.89,reserved,40-59,1525,598,174,0.6957377049180328,1061,0.9046822742474916,0.09531772575250841,57,0.6545454545454545,0.45134738946029407,119,176,81.39082605028445,27.255589652786497,16.428542373286916,0.8590978731074261,0.942901538349373,boot,0.801311475409836
CASC_CONF,CASC_CONF@0.25,LAM,0.25,True,0.89,reserved,60+,2111,1428,479,0.7508289909995263,1585,0.9257703081232493,0.07422969187675066,106,0.6787878787878788,0.5104687064672485,529,635,78.34605936699131,26.261170904370896,15.844193211846818,0.9060810247815909,0.943773441561038,boot,0.8602558029369967
CASC_CONF,CASC_CONF@0.25,LAM,0.25,True,0.89,reserved,unknown,119,35,25,0.6050420168067226,72,0.9142857142857143,0.08571428571428574,3,0.6666666666666666,0.22476190476190475,5,8,65.453125,22.050347222222218,13.369791666666666,0.7931034482758621,1.0,boot,0.6890756302521008
S56,S56@0.3,ARG,0.3,False,0.905,reserved,ALL,4733,2340,779,0.5237692795267272,2479,0.7901709401709401,0.20982905982905986,491,0.34966887417218545,0.5158266961031539,932,1423,48.173297274794415,16.4067671234177,10.05346109314236,0.7610585918072517,0.8167753094759251,boot,0.5810268328755546
S56,S56@0.3,ARG,0.3,False,0.905,reserved,<40,978,279,104,0.5378323108384458,526,0.8315412186379928,0.1684587813620072,47,0.12962962962962962,0.41096452918084797,137,184,52.267333875980455,17.743876720438063,10.839185289329583,0.7456520649558942,0.9006421232876712,boot,0.5449897750511248
S56,S56@0.3,ARG,0.3,False,0.905,reserved,40-59,1525,598,174,0.4819672131147541,735,0.7759197324414716,0.2240802675585284,134,0.25139664804469275,0.5029680932323922,243,377,44.63127720120522,15.249945752582176,9.373679462857568,0.7090121296269513,0.8360451611565201,boot,0.5121311475409837
S56,S56@0.3,ARG,0.3,False,0.905,reserved,60+,2111,1428,479,0.5580293699668404,1178,0.7878151260504201,0.21218487394957986,303,0.4070450097847358,0.4808638188055986,535,838,50.124872620790626,17.044150317227913,10.428005856515375,0.7543363702750967,0.8186316768086545,boot,0.659403126480341
S56,S56@0.3,ARG,0.3,False,0.905,reserved,unknown,119,35,25,0.33613445378151263,40,0.8,0.19999999999999996,7,0.36363636363636365,0.21644150617993674,17,24,24.571428571428573,8.698412698412698,5.523809523809524,0.6306211554775547,0.9155939838394355,CP,0.3697478991596639
S56_CONF,S56_CONF@0.3,ARG,0.3,True,0.905,reserved,ALL,4733,2340,779,0.7718149165434186,3653,0.9286324786324787,0.07136752136752134,167,0.6125290023201856,0.5522736328497905,1256,1423,79.00721501526253,26.47710389387362,15.971081669595836,0.9119358630616008,0.9434666585104299,boot,0.8290724698922459
S56_CONF,S56_CONF@0.3,ARG,0.3,True,0.905,reserved,<40,978,279,104,0.754601226993865,738,0.9175627240143369,0.08243727598566308,23,0.23333333333333334,0.33322161709258485,161,184,76.47986520922746,25.651673149141633,15.486034737124463,0.869041286727457,0.95669333946893,boot,0.7617586912065439
S56_CONF,S56_CONF@0.3,ARG,0.3,True,0.905,reserved,40-59,1525,598,174,0.8078688524590164,1232,0.9381270903010034,0.061872909698996614,37,0.5487804878048781,0.5191446420575011,340,377,82.62307252998286,27.658040523260393,16.665034121915905,0.8990339518760196,0.9679612501085788,boot,0.8380327868852459
S56_CONF,S56_CONF@0.3,ARG,0.3,True,0.905,reserved,60+,2111,1428,479,0.7603031738512553,1605,0.927170868347339,0.07282913165266103,104,0.6666666666666666,0.5098927964299513,734,838,78.38555687764571,26.274070764752977,15.85177354217443,0.9076596674453618,0.9449162260923651,boot,0.861676930364756
S56_CONF,S56_CONF@0.3,ARG,0.3,True,0.905,reserved,unknown,119,35,25,0.6554621848739496,78,0.9142857142857143,0.08571428571428574,3,0.5714285714285714,0.2511066398390342,21,24,65.453125,22.050347222222218,13.369791666666666,0.7931034482758621,1.0,boot,0.6890756302521008
CASC,CASC@0.3,LAM,0.3,False,0.905,reserved,ALL,4733,2340,779,0.5237692795267272,2479,0.7901709401709401,0.20982905982905986,491,0.34966887417218545,0.5153552561744691,493,984,48.33036707704123,16.458066015060602,10.083605802664477,0.7610585918072517,0.8167753094759251,boot,0.5816606803296007
CASC,CASC@0.3,LAM,0.3,False,0.905,reserved,<40,978,279,104,0.5378323108384458,526,0.8315412186379928,0.1684587813620072,47,0.12962962962962962,0.41096452918084797,118,165,52.267333875980455,17.743876720438063,10.839185289329583,0.7456520649558942,0.9006421232876712,boot,0.5449897750511248
CASC,CASC@0.3,LAM,0.3,False,0.905,reserved,40-59,1525,598,174,0.4819672131147541,735,0.7759197324414716,0.2240802675585284,134,0.25139664804469275,0.5029680932323922,42,176,44.63127720120522,15.249945752582176,9.373679462857568,0.7090121296269513,0.8360451611565201,boot,0.5121311475409837
CASC,CASC@0.3,LAM,0.3,False,0.905,reserved,60+,2111,1428,479,0.5580293699668404,1178,0.7878151260504201,0.21218487394957986,303,0.4070450097847358,0.4808638188055986,332,635,50.124872620790626,17.044150317227913,10.428005856515375,0.7543363702750967,0.8186316768086545,boot,0.659403126480341
CASC,CASC@0.3,LAM,0.3,False,0.905,reserved,unknown,119,35,25,0.33613445378151263,40,0.8,0.19999999999999996,7,0.36363636363636365,0.19877879209237653,1,8,28.991071428571427,10.141865079365077,6.372023809523809,0.6306211554775547,0.9155939838394355,CP,0.3949579831932773
CASC_CONF,CASC_CONF@0.3,LAM,0.3,True,0.905,reserved,ALL,4733,2340,779,0.7711810690893725,3650,0.9286324786324787,0.07136752136752134,167,0.6125290023201856,0.5511241918638252,817,984,79.00721501526253,26.47710389387362,15.971081669595836,0.9119358630616008,0.9434666585104299,boot,0.8290724698922459
CASC_CONF,CASC_CONF@0.3,LAM,0.3,True,0.905,reserved,<40,978,279,104,0.754601226993865,738,0.9175627240143369,0.08243727598566308,23,0.23333333333333334,0.33322161709258485,142,165,76.47986520922746,25.651673149141633,15.486034737124463,0.869041286727457,0.95669333946893,boot,0.7617586912065439
CASC_CONF,CASC_CONF@0.3,LAM,0.3,True,0.905,reserved,40-59,1525,598,174,0.8078688524590164,1232,0.9381270903010034,0.061872909698996614,37,0.5487804878048781,0.5191446420575011,139,176,82.62307252998286,27.658040523260393,16.665034121915905,0.8990339518760196,0.9679612501085788,boot,0.8380327868852459
CASC_CONF,CASC_CONF@0.3,LAM,0.3,True,0.905,reserved,60+,2111,1428,479,0.7603031738512553,1605,0.927170868347339,0.07282913165266103,104,0.6666666666666666,0.5098927964299513,531,635,78.38555687764571,26.274070764752977,15.85177354217443,0.9076596674453618,0.9449162260923651,boot,0.861676930364756
CASC_CONF,CASC_CONF@0.3,LAM,0.3,True,0.905,reserved,unknown,119,35,25,0.6302521008403361,75,0.9142857142857143,0.08571428571428574,3,0.5714285714285714,0.2191862191862192,5,8,65.453125,22.050347222222218,13.369791666666666,0.7931034482758621,1.0,boot,0.6890756302521008
S56_matched_CASC,S56_matched_CASC@0.235,ARG,0.235,False,0.875,reserved,ALL,4733,2340,779,0.4371434608070991,2069,0.729059829059829,0.270940170940171,634,0.3556910569105691,0.4819108111994298,789,1423,42.36726942444968,14.510522337278179,8.939172919843879,0.6967352242792164,0.7592370607053044,boot,0.5144728502007183
S56_matched_CASC,S56_matched_CASC@0.235,ARG,0.235,False,0.875,reserved,<40,978,279,104,0.46421267893660534,454,0.7670250896057348,0.2329749103942652,65,0.15584415584415584,0.4597889029597961,119,184,47.53170751273514,16.197224339176127,9.930327704464322,0.66015234375,0.8555904160553343,boot,0.47648261758691207
S56_matched_CASC,S56_matched_CASC@0.235,ARG,0.235,False,0.875,reserved,40-59,1525,598,174,0.3829508196721311,584,0.7140468227424749,0.2859531772575251,171,0.3048780487804878,0.45305667774815767,206,377,35.99811282144562,12.430360079731399,7.716809531388554,0.641413895145579,0.7811140832461467,boot,0.43344262295081964
S56_matched_CASC,S56_matched_CASC@0.235,ARG,0.235,False,0.875,reserved,60+,2111,1428,479,0.47228801515869256,997,0.7275910364145658,0.2724089635854342,389,0.3987635239567233,0.4597285750823107,449,838,46.81998965668363,15.96477776666098,9.793735388656454,0.6912669825419469,0.7633703741988835,boot,0.6011369019422075
S56_matched_CASC,S56_matched_CASC@0.235,ARG,0.235,False,0.875,reserved,unknown,119,35,25,0.2857142857142857,34,0.7428571428571429,0.2571428571428571,9,0.35714285714285715,0.21826180136484125,15,24,21.625,7.73611111111111,4.958333333333333,0.5674411503059621,0.875106028083238,CP,0.3277310924369748
S56_matched_CONF,S56_matched_CONF@0.83,ARG,0.83,False,0.99,reserved,ALL,4733,2340,779,0.9256285653919291,4381,0.9752136752136752,0.02478632478632481,58,0.22666666666666666,0.5841849423893943,1365,1423,90.7652772675782,30.31727910759288,18.227679475595814,0.965344438807754,0.9839273229276905,boot,0.9292203676315234
S56_matched_CONF,S56_matched_CONF@0.83,ARG,0.83,False,0.99,reserved,<40,978,279,104,1.0,978,1.0,0.0,0,,,184,184,99.99999999999999,33.333333333333336,20.0,1.0,1.0,boot,1.0
S56_matched_CONF,S56_matched_CONF@0.83,ARG,0.83,False,0.99,reserved,40-59,1525,598,174,0.8977049180327868,1369,0.9749163879598662,0.025083612040133763,15,0.0625,0.3852313167259786,362,377,87.21102766074372,29.156463579434817,17.54555076317304,0.9577980162039795,0.9889432842039476,boot,0.898360655737705
S56_matched_CONF,S56_matched_CONF@0.83,ARG,0.83,False,0.99,reserved,60+,2111,1428,479,0.9189957366177167,1940,0.9705882352941176,0.02941176470588236,42,0.27586206896551724,0.559114959114959,796,838,86.12445095168374,28.801588357957318,17.337015839212032,0.9564337065760752,0.9829887511137512,boot,0.9265750828991
S56_matched_CONF,S56_matched_CONF@0.83,ARG,0.83,False,0.99,reserved,unknown,119,35,25,0.7899159663865546,94,0.9714285714285714,0.02857142857142858,1,0.0,0.13994169096209913,23,24,73.79411764705883,24.774509803921564,14.970588235294116,0.896551724137931,1.0,boot,0.7899159663865546
CASC_matched_CONF,CASC_matched_CONF@0.83,LAM,0.83,False,0.99,reserved,ALL,4733,2340,779,0.9256285653919291,4381,0.9752136752136752,0.02478632478632481,58,0.22666666666666666,0.5841849423893943,926,984,90.7652772675782,30.31727910759288,18.227679475595814,0.965344438807754,0.9839273229276905,boot,0.9292203676315234
CASC_matched_CONF,CASC_matched_CONF@0.83,LAM,0.83,False,0.99,reserved,<40,978,279,104,1.0,978,1.0,0.0,0,,,165,165,99.99999999999999,33.333333333333336,20.0,1.0,1.0,boot,1.0
CASC_matched_CONF,CASC_matched_CONF@0.83,LAM,0.83,False,0.99,reserved,40-59,1525,598,174,0.8977049180327868,1369,0.9749163879598662,0.025083612040133763,15,0.0625,0.3852313167259786,161,176,87.21102766074372,29.156463579434817,17.54555076317304,0.9577980162039795,0.9889432842039476,boot,0.898360655737705
CASC_matched_CONF,CASC_matched_CONF@0.83,LAM,0.83,False,0.99,reserved,60+,2111,1428,479,0.9189957366177167,1940,0.9705882352941176,0.02941176470588236,42,0.27586206896551724,0.559114959114959,593,635,86.12445095168374,28.801588357957318,17.337015839212032,0.9564337065760752,0.9829887511137512,boot,0.9265750828991
CASC_matched_CONF,CASC_matched_CONF@0.83,LAM,0.83,False,0.99,reserved,unknown,119,35,25,0.7899159663865546,94,0.9714285714285714,0.02857142857142858,1,0.0,0.13994169096209913,7,8,73.79411764705883,24.774509803921564,14.970588235294116,0.896551724137931,1.0,boot,0.7899159663865546
