arm,view,kind,budget,score,floor,panel,band,n,n_escalating,n_escalating_groups,referral_rate,n_referred,system_sens,frr,n_false_reassured,retained_sens,retained_macro_f1,rescued_misses,argmax_misses,nnb_pi0.01,nnb_pi0.03,nnb_pi0.05,flag_rate,decision_esc_rate,decision_specificity
LAM_S56,LAM,band,0.2,entropy,0.89,oof,unknown,38,2,1,0.07894736842105263,3,1.0,0.0,0,,0.2784503631961259,0,0,12.0,4.592592592592592,3.111111111111111,0.15789473684210525,0.15789473684210525,0.8888888888888888
S56,S56,band,0.25,msp,0.88,oof,ALL,6981,1356,818,0.24996418851167454,1745,0.8856932153392331,0.11430678466076694,155,0.7933333333333333,0.8946811322978457,266,421,24.607271273938384,8.710118900915903,5.530688426311407,0.34221458243804614,0.17017619252256125,0.9550222222222222
S56,S56,band,0.25,msp,0.88,oof,<40,1319,64,34,0.39878695981804396,526,0.90625,0.09375,6,0.5384615384615384,0.9389551595286002,23,29,42.346338782799826,14.503686403810049,8.93515592801209,0.4040940106141016,0.052312357846853674,0.9729083665338646
S56,S56,band,0.25,msp,0.88,oof,40-59,3112,397,224,0.18059125964010284,562,0.8841309823677582,0.11586901763224178,46,0.75,0.9057796266427426,108,154,15.723700240827311,5.808750583704542,3.825760652279989,0.2275064267352185,0.1018637532133676,0.972744014732965
S56,S56,band,0.25,msp,0.88,oof,60+,2512,893,559,0.25995222929936307,653,0.8846584546472565,0.11534154535274355,103,0.8137432188065099,0.8774793286830329,135,238,25.399864739134173,8.968979392915875,5.682802323672214,0.455015923566879,0.3176751592356688,0.9116738727609636
S56,S56,band,0.25,msp,0.88,oof,unknown,38,2,1,0.10526315789473684,4,1.0,0.0,0,,0.28329297820823246,0,0,9.25,3.694444444444444,2.5833333333333335,0.13157894736842105,0.10526315789473684,0.9444444444444444
COMB,COMB,band,0.25,entropy,0.89,oof,ALL,6981,1356,818,0.24996418851167454,1745,0.9100294985250738,0.08997050147492625,122,0.858139534883721,0.8610739387098033,77,199,30.532229497568885,10.645206266882765,6.667801620745544,0.3955020770663229,0.25683999427016185,0.8869333333333334
COMB,COMB,band,0.25,entropy,0.89,oof,<40,1319,64,34,0.6080363912054587,802,0.90625,0.09375,6,0.0,0.4275582573454914,30,36,65.76142327242752,22.151037230388788,13.428960021981041,0.6080363912054587,0.03184230477634572,0.9888446215139443
COMB,COMB,band,0.25,entropy,0.89,oof,40-59,3112,397,224,0.07455012853470437,232,0.8942065491183879,0.10579345088161207,42,0.8595317725752508,0.7957293061488077,0,42,15.272352346120922,5.661340665231412,3.7391383290535103,0.22654241645244216,0.22654241645244216,0.8710865561694291
COMB,COMB,band,0.25,entropy,0.89,oof,60+,2512,893,559,0.2818471337579618,708,0.9171332586786114,0.0828667413213886,74,0.8666666666666667,0.887448135181565,47,121,29.603105973705105,10.341755149661266,6.489484984852495,0.4968152866242038,0.4140127388535032,0.8344657195799876
COMB,COMB,band,0.25,entropy,0.89,oof,unknown,38,2,1,0.07894736842105263,3,1.0,0.0,0,,0.2784503631961259,0,0,12.0,4.592592592592592,3.111111111111111,0.15789473684210525,0.15789473684210525,0.8888888888888888
COMB_global,COMB,global,0.25,entropy,,oof,ALL,6981,1356,818,0.24996418851167454,1745,0.9292035398230089,0.07079646017699115,96,0.8449111470113085,0.8967660519148248,103,199,21.45622857142857,7.680990476190475,4.925942857142857,0.33519553072625696,0.25683999427016185,0.8869333333333334
COMB_global,COMB,global,0.25,entropy,,oof,<40,1319,64,34,0.06141015921152388,81,0.53125,0.46875,30,0.3333333333333333,0.8111119157128804,6,36,10.65174595734708,4.15225373017733,2.8523552847433793,0.07505686125852919,0.03184230477634572,0.9888446215139443
COMB_global,COMB,global,0.25,entropy,,oof,40-59,3112,397,224,0.17512853470437018,545,0.8992443324937027,0.10075566750629728,40,0.786096256684492,0.8692973960702878,2,42,16.530535308045867,6.072262373334845,3.9806077863926417,0.2377892030848329,0.22654241645244216,0.8710865561694291
COMB_global,COMB,global,0.25,entropy,,oof,60+,2512,893,559,0.44307324840764334,1113,0.9708846584546472,0.02911534154535278,26,0.9328165374677002,0.926673215154792,95,121,40.553083944764914,13.918010581286858,8.590995908591244,0.5951433121019108,0.4140127388535032,0.8344657195799876
COMB_global,COMB,global,0.25,entropy,,oof,unknown,38,2,1,0.15789473684210525,6,1.0,0.0,0,,0.2857142857142857,0,0,12.0,4.592592592592592,3.111111111111111,0.15789473684210525,0.15789473684210525,0.8888888888888888
CAL_S56,CAL,band,0.25,entropy,0.875,oof,ALL,6981,1356,818,0.24996418851167454,1745,0.883480825958702,0.11651917404129797,158,0.8087167070217918,0.8761353002283723,228,386,26.957326210350587,9.47764526061955,5.981709070673345,0.3582581292078499,0.17547629279472854,0.9546666666666667
