band,lambda,expected_cost,escalation_sens,escalation_spec,referral_rate
40-59,0.24,0.43412596401028275,0.6926952141057935,0.9602209944751381,0.1230719794344473
40-59,0.25,0.4286632390745501,0.6977329974811083,0.9591160220994475,0.12467866323907455
40-59,0.26,0.41966580976863754,0.7052896725440806,0.9583793738489871,0.1262853470437018
40-59,0.27,0.4170951156812339,0.707808564231738,0.9576427255985267,0.12724935732647816
40-59,0.28,0.41516709511568123,0.7103274559193955,0.9558011049723757,0.12917737789203085
40-59,0.29,0.4161311053984576,0.7103274559193955,0.9543278084714549,0.13046272493573266
40-59,0.3,0.4161311053984576,0.7103274559193955,0.9543278084714549,0.13046272493573266
40-59,0.31,0.41002570694087404,0.7153652392947103,0.9539594843462247,0.131426735218509
40-59,0.32,0.40825835475578404,0.7178841309823678,0.9521178637200737,0.1333547557840617
40-59,0.33,0.40295629820051415,0.7229219143576826,0.9506445672191528,0.1352827763496144
40-59,0.34,0.39974293059125965,0.72544080604534,0.9506445672191528,0.13560411311053985
40-59,0.35,0.3939588688946015,0.7304785894206549,0.9499079189686924,0.13688946015424164
40-59,0.36,0.3852827763496144,0.7380352644836272,0.9488029465930018,0.13881748071979436
40-59,0.37,0.3730719794344473,0.7481108312342569,0.9480662983425414,0.14074550128534705
40-59,0.38,0.3615038560411311,0.7581863979848866,0.9465930018416207,0.14331619537275064
40-59,0.39,0.35861182519280205,0.760705289672544,0.9462246777163904,0.14395886889460155
40-59,0.4,0.35298843187660667,0.7657430730478589,0.9451197053406998,0.1455655526992288
40-59,0.41,0.34575835475578404,0.7732997481108312,0.9421731123388581,0.14910025706940874
40-59,0.42,0.34286632390745503,0.7758186397984886,0.941804788213628,0.14974293059125965
40-59,0.43,0.34093830334190234,0.7783375314861462,0.9403314917127071,0.1513496143958869
40-59,0.44,0.3351542416452442,0.783375314861461,0.9392265193370166,0.15295629820051415
40-59,0.45,0.3351542416452442,0.7858942065491183,0.9377532228360957,0.15456298200514137
40-59,0.46,0.32953084832904883,0.7909319899244333,0.936279926335175,0.1564910025706941
40-59,0.47,0.32503213367609257,0.7959697732997482,0.9340699815837937,0.1590616966580977
40-59,0.48,0.31683804627249357,0.8035264483627204,0.9322283609576427,0.1616323907455013
40-59,0.49,0.31217866323907456,0.8085642317380353,0.9300184162062615,0.16420308483290488
40-59,0.5,0.3131426735218509,0.8085642317380353,0.928913443830571,0.16516709511568123
40-59,0.51,0.30446658097686374,0.8161209068010076,0.9278084714548803,0.16709511568123395
40-59,0.52,0.30639460154241643,0.8161209068010076,0.9255985267034991,0.16902313624678664
40-59,0.53,0.30125321336760924,0.8211586901763224,0.9233885819521178,0.17159383033419023
40-59,0.54,0.296754498714653,0.8261964735516373,0.9215469613259668,0.1738431876606684
40-59,0.55,0.29289845758354754,0.8312342569269522,0.9186003683241253,0.17705655526992287
40-59,0.56,0.2911311053984576,0.8337531486146096,0.9167587476979742,0.17898457583547558
40-59,0.57,0.2892030848329049,0.836272040302267,0.9152854511970534,0.18059125964010284
40-59,0.58,0.2883997429305913,0.8387909319899244,0.9123388581952118,0.18348329048843187
40-59,0.59,0.2874357326478149,0.8413098236775819,0.9104972375690608,0.18541131105398456
40-59,0.6,0.2883997429305913,0.8413098236775819,0.90902394106814,0.18669665809768637
40-59,0.61,0.2861503856041131,0.8463476070528967,0.9060773480662984,0.18991002570694088
40-59,0.62,0.2853470437017995,0.8488664987405542,0.9031307550644567,0.1928020565552699
40-59,0.63,0.2837403598971722,0.8513853904282116,0.9023941068139963,0.19376606683804629
40-59,0.64,0.27811696658097684,0.8564231738035264,0.9012891344383057,0.1953727506426735
40-59,0.65,0.2732969151670951,0.8614609571788413,0.8994475138121547,0.19762210796915167
