"﻿""timestamp""",session,method,split,macro_f1,accuracy,balanced_accuracy,weighted_f1,macro_roc_auc,ece,escalation_sens,missed_serious,p_value_vs_baseline,notes
2026-09-04T12:51:43+00:00,session6_oof,conformal_aps_mondrian_a10,val,,,,,,,,,,coverage=0.8864; serious_coverage=0.9026; mean_set_size=1.435; singleton=0.5855; empty=0.0672; false_reassurance=26; n_cal=3468
2026-09-04T12:51:43+00:00,session6_oof,conformal_raps_marginal_a10,val,,,,,,,,,,"coverage=0.9034; serious_coverage=0.7630; mean_set_size=1.110; singleton=0.8884; empty=0.0007; false_reassurance=64; n_cal=3468; k_reg=1, lambda=0.2"
2026-09-04T12:51:43+00:00,session6_oof,conformal_raps_mondrian_a10,val,,,,,,,,,,"coverage=0.8884; serious_coverage=0.9058; mean_set_size=1.383; singleton=0.5894; empty=0.0509; false_reassurance=21; n_cal=3468; k_reg=1, lambda=0.2"
2026-09-04T12:51:43+00:00,session6_oof,conformal_lac_marginal_a05,val,,,,,,,,,,coverage=0.9550; serious_coverage=0.8799; mean_set_size=1.315; singleton=0.7402; empty=0.0000; false_reassurance=33; n_cal=3468
2026-09-04T12:51:43+00:00,session6_oof,conformal_lac_mondrian_a05,val,,,,,,,,,,coverage=0.9380; serious_coverage=0.9545; mean_set_size=2.229; singleton=0.1651; empty=0.0000; false_reassurance=10; n_cal=3468
2026-09-04T12:51:43+00:00,session6_oof,conformal_aps_marginal_a05,val,,,,,,,,,,coverage=0.9497; serious_coverage=0.9058; mean_set_size=1.473; singleton=0.6292; empty=0.0131; false_reassurance=25; n_cal=3468
2026-09-04T12:51:43+00:00,session6_oof,conformal_aps_mondrian_a05,val,,,,,,,,,,coverage=0.9458; serious_coverage=0.9545; mean_set_size=2.258; singleton=0.2539; empty=0.0163; false_reassurance=11; n_cal=3468
2026-09-04T12:51:43+00:00,session6_oof,conformal_raps_marginal_a05,val,,,,,,,,,,"coverage=0.9478; serious_coverage=0.8734; mean_set_size=1.359; singleton=0.6860; empty=0.0000; false_reassurance=33; n_cal=3468; k_reg=1, lambda=0.05"
2026-09-04T12:51:43+00:00,session6_oof,conformal_raps_mondrian_a05,val,,,,,,,,,,"coverage=0.9491; serious_coverage=0.9513; mean_set_size=2.355; singleton=0.2050; empty=0.0117; false_reassurance=10; n_cal=3468; k_reg=1, lambda=0.05"
2026-09-04T12:51:44+00:00,session4_valfit,selective_margin_abstain00,val,0.7969120041364199,0.8792428198433421,0.7737466830488954,,,,0.7305194805194806,83.0,,coverage=1.0000; n_kept=1532; serious_referred=0; threshold=inf (val quantile); TTA=True
2026-09-04T12:51:44+00:00,session4_valfit,selective_margin_abstain05,val,0.8268528631266747,0.9003436426116839,0.8021829679282682,,,,0.7517985611510791,69.0,,coverage=0.9497; n_kept=1455; serious_referred=30; threshold=0.842786 (val quantile); TTA=True
2026-09-04T12:51:44+00:00,session4_valfit,selective_margin_abstain10,val,0.8630583881469,0.9216255442670536,0.8485818205268493,,,,0.7773279352226721,55.0,,coverage=0.8995; n_kept=1378; serious_referred=61; threshold=0.654857 (val quantile); TTA=True
2026-09-04T12:51:44+00:00,session4_valfit,selective_margin_abstain15,val,0.8836017128198854,0.9370199692780338,0.8700932562280451,,,,0.8045454545454546,43.0,,coverage=0.8499; n_kept=1302; serious_referred=88; threshold=0.505432 (val quantile); TTA=True
2026-09-04T12:51:44+00:00,session4_valfit,selective_margin_abstain20,val,0.9153946804678456,0.953469387755102,0.90282899561007,,,,0.8144329896907216,36.0,,coverage=0.7996; n_kept=1225; serious_referred=114; threshold=0.362795 (val quantile); TTA=True
2026-09-04T12:51:44+00:00,session4_valfit,selective_cost_sensitive_abstain00,val,0.776427788935972,,,,,,0.8831168831168831,36.0,,cost-sensitive thresholds + margin abstention at 0%; coverage=1.0000
2026-09-04T12:51:44+00:00,session4_valfit,selective_cost_sensitive_abstain05,val,0.8035060306281215,,,,,,0.8705035971223022,36.0,,cost-sensitive thresholds + margin abstention at 5%; coverage=0.9497
2026-09-04T12:51:44+00:00,session4_valfit,selective_cost_sensitive_abstain10,val,0.8458185459447394,,,,,,0.854251012145749,36.0,,cost-sensitive thresholds + margin abstention at 10%; coverage=0.8995
2026-09-04T12:51:44+00:00,session4_valfit,selective_cost_sensitive_abstain15,val,0.8721092542164582,,,,,,0.8363636363636363,36.0,,cost-sensitive thresholds + margin abstention at 15%; coverage=0.8499
2026-09-04T12:51:44+00:00,session4_valfit,selective_cost_sensitive_abstain20,val,0.9153946804678456,,,,,,0.8144329896907216,36.0,,cost-sensitive thresholds + margin abstention at 20%; coverage=0.7996
2026-09-04T12:51:44+00:00,session4_valfit,fairness_sex,val,,,,,,,,,,"at 10% abstention, groups n>=30: demographic_parity_gap=0.0987; macro_f1_gap=0.0410; equalized_odds_tpr_gap=0.1400; equalized_odds_fpr_gap=0.0120; referral_burden_gap=0.0146"
2026-09-04T12:51:44+00:00,session4_valfit,fairness_age_sensitivity_full_coverage,val,,,,,,,,,,"40-59: sens=0.550 (60 serious, 27 missed, 9 referred); 60+: sens=0.805 (226 serious, 44 missed, 16 referred); <40: sens=0.455 (22 serious, 12 missed, 3 referred)"
2026-09-04T12:51:44+00:00,session4_valfit,fairness_age_band,val,,,,,,,,,,"at 10% abstention, groups n>=30: demographic_parity_gap=0.3379; macro_f1_gap=0.0750; equalized_odds_tpr_gap=0.4486; equalized_odds_fpr_gap=0.0481; referral_burden_gap=0.1028"
2026-09-04T12:51:44+00:00,session4_valfit,fairness_localization,val,,,,,,,,,,"at 10% abstention, groups n>=30: demographic_parity_gap=0.4238; macro_f1_gap=0.4011; equalized_odds_tpr_gap=0.6110; equalized_odds_fpr_gap=0.0926; referral_burden_gap=0.1623"
