band,referral,sens_constant,sens_oracle_bins,sens_mass
<40,0.04700530705079606,0.5,0.59375,0.5
<40,0.047763457164518575,0.515625,0.59375,0.515625
<40,0.04852160727824109,0.515625,0.609375,0.515625
<40,0.04927975739196361,0.53125,0.609375,0.515625
<40,0.050037907505686124,0.546875,0.609375,0.515625
<40,0.05079605761940864,0.546875,0.609375,0.515625
<40,0.05155420773313116,0.546875,0.609375,0.515625
<40,0.052312357846853674,0.546875,0.609375,0.53125
<40,0.05307050796057619,0.546875,0.609375,0.53125
<40,0.053828658074298714,0.5625,0.609375,0.53125
<40,0.05458680818802123,0.5625,0.609375,0.53125
<40,0.05534495830174375,0.5625,0.609375,0.53125
<40,0.056103108415466264,0.5625,0.625,0.53125
<40,0.05686125852918878,0.5625,0.625,0.53125
<40,0.0576194086429113,0.5625,0.625,0.53125
<40,0.058377558756633814,0.5625,0.625,0.53125
<40,0.05913570887035633,0.5625,0.625,0.53125
<40,0.05989385898407885,0.5625,0.625,0.546875
<40,0.060652009097801364,0.5625,0.625,0.5625
<40,0.06141015921152388,0.578125,0.625,0.5625
<40,0.0621683093252464,0.578125,0.625,0.5625
<40,0.06292645943896892,0.59375,0.625,0.578125
<40,0.06368460955269144,0.59375,0.625,0.578125
<40,0.06444275966641395,0.59375,0.640625,0.59375
<40,0.06520090978013647,0.59375,0.640625,0.59375
<40,0.06595905989385899,0.59375,0.640625,0.609375
<40,0.0667172100075815,0.609375,0.640625,0.609375
<40,0.06747536012130402,0.609375,0.640625,0.609375
<40,0.06823351023502654,0.609375,0.640625,0.609375
<40,0.06899166034874905,0.609375,0.640625,0.609375
<40,0.06974981046247157,0.609375,0.640625,0.609375
<40,0.07050796057619409,0.609375,0.640625,0.609375
<40,0.0712661106899166,0.609375,0.640625,0.609375
<40,0.07202426080363912,0.609375,0.640625,0.625
<40,0.07278241091736164,0.609375,0.640625,0.625
<40,0.07354056103108415,0.609375,0.640625,0.625
<40,0.07429871114480667,0.609375,0.65625,0.625
<40,0.07505686125852919,0.609375,0.65625,0.625
<40,0.0758150113722517,0.625,0.65625,0.625
<40,0.07657316148597422,0.625,0.65625,0.625
<40,0.07733131159969674,0.625,0.65625,0.625
<40,0.07808946171341925,0.625,0.65625,0.625
<40,0.07884761182714177,0.625,0.65625,0.625
<40,0.07960576194086429,0.625,0.65625,0.625
<40,0.0803639120545868,0.625,0.65625,0.625
<40,0.08112206216830932,0.625,0.65625,0.625
<40,0.08188021228203184,0.625,0.65625,0.625
<40,0.08263836239575435,0.625,0.671875,0.640625
<40,0.08339651250947688,0.625,0.671875,0.640625
<40,0.0841546626231994,0.625,0.671875,0.640625
<40,0.08491281273692192,0.625,0.671875,0.640625
<40,0.08567096285064443,0.625,0.671875,0.640625
<40,0.08642911296436695,0.625,0.671875,0.640625
<40,0.08718726307808947,0.625,0.671875,0.640625
<40,0.08794541319181198,0.625,0.671875,0.640625
<40,0.0887035633055345,0.625,0.671875,0.640625
<40,0.08946171341925702,0.625,0.671875,0.640625
<40,0.09021986353297953,0.625,0.671875,0.640625
