band,referral,sens_constant,sens_oracle_bins,sens_mass
40-59,0.05848329048843188,0.4156171284634761,0.4282115869017632,0.42065491183879095
40-59,0.058804627249357325,0.4181360201511335,0.43073047858942065,0.42317380352644834
40-59,0.05912596401028278,0.42065491183879095,0.43073047858942065,0.4256926952141058
40-59,0.059447300771208224,0.42317380352644834,0.4332493702770781,0.4282115869017632
40-59,0.05976863753213368,0.4256926952141058,0.4357682619647355,0.4282115869017632
40-59,0.06008997429305912,0.4282115869017632,0.43828715365239296,0.43073047858942065
40-59,0.060411311053984576,0.43073047858942065,0.44080604534005036,0.4332493702770781
40-59,0.06073264781491003,0.4332493702770781,0.44080604534005036,0.4332493702770781
40-59,0.061053984575835475,0.4332493702770781,0.4433249370277078,0.4357682619647355
40-59,0.06137532133676093,0.4357682619647355,0.44584382871536526,0.43828715365239296
40-59,0.061696658097686374,0.43828715365239296,0.44836272040302266,0.44080604534005036
40-59,0.06201799485861183,0.44080604534005036,0.4508816120906801,0.4433249370277078
40-59,0.062339331619537273,0.4433249370277078,0.4534005037783375,0.44584382871536526
40-59,0.06266066838046272,0.4433249370277078,0.45591939546599497,0.44836272040302266
40-59,0.06298200514138817,0.4433249370277078,0.45843828715365237,0.44836272040302266
40-59,0.06330334190231363,0.44584382871536526,0.4609571788413098,0.44836272040302266
40-59,0.06362467866323908,0.44836272040302266,0.4634760705289673,0.44836272040302266
40-59,0.06394601542416452,0.4508816120906801,0.4634760705289673,0.4508816120906801
40-59,0.06426735218508997,0.4534005037783375,0.4659949622166247,0.4534005037783375
40-59,0.06458868894601542,0.4534005037783375,0.46851385390428213,0.4534005037783375
40-59,0.06491002570694088,0.45591939546599497,0.47103274559193953,0.45591939546599497
40-59,0.06523136246786633,0.45843828715365237,0.473551637279597,0.45843828715365237
40-59,0.06555269922879177,0.4609571788413098,0.473551637279597,0.4609571788413098
40-59,0.06587403598971722,0.4634760705289673,0.4760705289672544,0.4634760705289673
40-59,0.06619537275064268,0.4634760705289673,0.47858942065491183,0.4659949622166247
40-59,0.06651670951156813,0.4659949622166247,0.4811083123425693,0.4659949622166247
40-59,0.06683804627249357,0.4659949622166247,0.4836272040302267,0.46851385390428213
40-59,0.06715938303341902,0.46851385390428213,0.4836272040302267,0.47103274559193953
40-59,0.06748071979434447,0.47103274559193953,0.48614609571788414,0.47103274559193953
40-59,0.06780205655526993,0.473551637279597,0.48614609571788414,0.473551637279597
40-59,0.06812339331619537,0.4760705289672544,0.48866498740554154,0.4760705289672544
40-59,0.06844473007712082,0.4760705289672544,0.491183879093199,0.4760705289672544
40-59,0.06876606683804627,0.47858942065491183,0.491183879093199,0.47858942065491183
40-59,0.06908740359897173,0.4811083123425693,0.49370277078085645,0.4811083123425693
40-59,0.06940874035989718,0.4836272040302267,0.49370277078085645,0.4836272040302267
40-59,0.06973007712082262,0.4836272040302267,0.49622166246851385,0.4836272040302267
40-59,0.07005141388174807,0.48614609571788414,0.4987405541561713,0.4836272040302267
40-59,0.07037275064267352,0.48614609571788414,0.4987405541561713,0.48614609571788414
40-59,0.07069408740359898,0.48614609571788414,0.5012594458438288,0.48614609571788414
40-59,0.07101542416452442,0.48866498740554154,0.5012594458438288,0.48614609571788414
40-59,0.07133676092544987,0.491183879093199,0.5037783375314862,0.48866498740554154
40-59,0.07165809768637532,0.49370277078085645,0.5062972292191436,0.491183879093199
40-59,0.07197943444730077,0.49622166246851385,0.5062972292191436,0.491183879093199
40-59,0.07230077120822623,0.4987405541561713,0.5088161209068011,0.491183879093199
40-59,0.07262210796915167,0.4987405541561713,0.5088161209068011,0.49370277078085645
40-59,0.07294344473007712,0.5012594458438288,0.5113350125944585,0.49622166246851385
40-59,0.07326478149100257,0.5037783375314862,0.5113350125944585,0.4987405541561713
40-59,0.07358611825192803,0.5062972292191436,0.5138539042821159,0.4987405541561713
40-59,0.07390745501285347,0.5088161209068011,0.5163727959697733,0.5012594458438288
40-59,0.07422879177377892,0.5088161209068011,0.5163727959697733,0.5037783375314862
40-59,0.07455012853470437,0.5088161209068011,0.5188916876574308,0.5062972292191436
40-59,0.07487146529562982,0.5088161209068011,0.5214105793450882,0.5088161209068011
40-59,0.07519280205655526,0.5088161209068011,0.5214105793450882,0.5113350125944585
40-59,0.07551413881748072,0.5113350125944585,0.5239294710327456,0.5138539042821159
40-59,0.07583547557840617,0.5138539042821159,0.5239294710327456,0.5163727959697733
40-59,0.07615681233933162,0.5163727959697733,0.5264483627204031,0.5163727959697733
40-59,0.07647814910025708,0.5188916876574308,0.5289672544080605,0.5188916876574308
40-59,0.07679948586118251,0.5188916876574308,0.5289672544080605,0.5188916876574308
40-59,0.07712082262210797,0.5188916876574308,0.5314861460957179,0.5188916876574308
40-59,0.07744215938303342,0.5214105793450882,0.5314861460957179,0.5214105793450882
40-59,0.07776349614395887,0.5239294710327456,0.5314861460957179,0.5239294710327456
40-59,0.07808483290488431,0.5264483627204031,0.5340050377833753,0.5239294710327456
40-59,0.07840616966580977,0.5289672544080605,0.5365239294710328,0.5239294710327456
40-59,0.07872750642673522,0.5314861460957179,0.5365239294710328,0.5239294710327456
40-59,0.07904884318766067,0.5314861460957179,0.5390428211586902,0.5239294710327456
40-59,0.07937017994858611,0.5314861460957179,0.5390428211586902,0.5264483627204031
40-59,0.07969151670951156,0.5314861460957179,0.5415617128463476,0.5289672544080605
40-59,0.08001285347043702,0.5314861460957179,0.5415617128463476,0.5289672544080605
40-59,0.08033419023136247,0.5314861460957179,0.5440806045340051,0.5289672544080605
40-59,0.08065552699228792,0.5340050377833753,0.5440806045340051,0.5289672544080605
40-59,0.08097686375321336,0.5365239294710328,0.5465994962216625,0.5289672544080605
40-59,0.08129820051413882,0.5365239294710328,0.5465994962216625,0.5289672544080605
40-59,0.08161953727506427,0.5390428211586902,0.5491183879093199,0.5289672544080605
40-59,0.08194087403598972,0.5415617128463476,0.5491183879093199,0.5314861460957179
40-59,0.08226221079691516,0.5440806045340051,0.5516372795969773,0.5314861460957179
40-59,0.08258354755784061,0.5465994962216625,0.5541561712846348,0.5314861460957179
40-59,0.08290488431876607,0.5491183879093199,0.5541561712846348,0.5314861460957179
40-59,0.08322622107969152,0.5491183879093199,0.5566750629722922,0.5314861460957179
40-59,0.08354755784061697,0.5491183879093199,0.5566750629722922,0.5340050377833753
40-59,0.08386889460154241,0.5516372795969773,0.5591939546599496,0.5340050377833753
40-59,0.08419023136246787,0.5516372795969773,0.5591939546599496,0.5365239294710328
40-59,0.08451156812339332,0.5516372795969773,0.5617128463476071,0.5390428211586902
40-59,0.08483290488431877,0.5516372795969773,0.5642317380352645,0.5415617128463476
40-59,0.08515424164524421,0.5516372795969773,0.5642317380352645,0.5440806045340051
40-59,0.08547557840616966,0.5541561712846348,0.5642317380352645,0.5440806045340051
40-59,0.08579691516709512,0.5566750629722922,0.5667506297229219,0.5465994962216625
40-59,0.08611825192802057,0.5591939546599496,0.5667506297229219,0.5491183879093199
40-59,0.08643958868894601,0.5591939546599496,0.5692695214105793,0.5516372795969773
40-59,0.08676092544987146,0.5591939546599496,0.5717884130982368,0.5516372795969773
40-59,0.08708226221079692,0.5617128463476071,0.5717884130982368,0.5541561712846348
40-59,0.08740359897172237,0.5617128463476071,0.5743073047858942,0.5541561712846348
40-59,0.08772493573264782,0.5642317380352645,0.5743073047858942,0.5566750629722922
40-59,0.08804627249357326,0.5642317380352645,0.5768261964735516,0.5566750629722922
40-59,0.08836760925449871,0.5667506297229219,0.5793450881612091,0.5566750629722922
40-59,0.08868894601542417,0.5667506297229219,0.5793450881612091,0.5566750629722922
40-59,0.08901028277634962,0.5692695214105793,0.5818639798488665,0.5566750629722922
40-59,0.08933161953727506,0.5717884130982368,0.5818639798488665,0.5591939546599496
40-59,0.08965295629820051,0.5717884130982368,0.5843828715365239,0.5591939546599496
40-59,0.08997429305912596,0.5717884130982368,0.5843828715365239,0.5617128463476071
40-59,0.09029562982005142,0.5743073047858942,0.5869017632241813,0.5642317380352645
40-59,0.09061696658097686,0.5768261964735516,0.5894206549118388,0.5642317380352645
40-59,0.09093830334190231,0.5768261964735516,0.5894206549118388,0.5642317380352645
40-59,0.09125964010282776,0.5768261964735516,0.5919395465994962,0.5667506297229219
40-59,0.09158097686375322,0.5768261964735516,0.5944584382871536,0.5667506297229219
40-59,0.09190231362467867,0.5768261964735516,0.5944584382871536,0.5667506297229219
40-59,0.09222365038560411,0.5793450881612091,0.5969773299748111,0.5667506297229219
40-59,0.09254498714652956,0.5818639798488665,0.5969773299748111,0.5667506297229219
40-59,0.09286632390745501,0.5818639798488665,0.5994962216624685,0.5667506297229219
40-59,0.09318766066838047,0.5843828715365239,0.6020151133501259,0.5692695214105793
40-59,0.0935089974293059,0.5843828715365239,0.6020151133501259,0.5692695214105793
40-59,0.09383033419023136,0.5843828715365239,0.6020151133501259,0.5692695214105793
40-59,0.09415167095115681,0.5869017632241813,0.6045340050377834,0.5692695214105793
40-59,0.09447300771208227,0.5894206549118388,0.6045340050377834,0.5717884130982368
40-59,0.09479434447300772,0.5894206549118388,0.6070528967254408,0.5717884130982368
40-59,0.09511568123393316,0.5894206549118388,0.6095717884130982,0.5717884130982368
40-59,0.09543701799485861,0.5894206549118388,0.6095717884130982,0.5743073047858942
40-59,0.09575835475578406,0.5894206549118388,0.6095717884130982,0.5743073047858942
40-59,0.09607969151670952,0.5894206549118388,0.6120906801007556,0.5768261964735516
40-59,0.09640102827763496,0.5894206549118388,0.6146095717884131,0.5768261964735516
40-59,0.09672236503856041,0.5894206549118388,0.6146095717884131,0.5768261964735516
40-59,0.09704370179948586,0.5894206549118388,0.6171284634760705,0.5793450881612091
40-59,0.09736503856041132,0.5894206549118388,0.6171284634760705,0.5818639798488665
40-59,0.09768637532133675,0.5919395465994962,0.6196473551637279,0.5843828715365239
40-59,0.09800771208226221,0.5919395465994962,0.6196473551637279,0.5869017632241813
40-59,0.09832904884318766,0.5944584382871536,0.6221662468513854,0.5894206549118388
40-59,0.09865038560411311,0.5969773299748111,0.6221662468513854,0.5919395465994962
40-59,0.09897172236503857,0.5994962216624685,0.6246851385390428,0.5944584382871536
40-59,0.099293059125964,0.6020151133501259,0.6272040302267002,0.5944584382871536
40-59,0.09961439588688946,0.6020151133501259,0.6272040302267002,0.5969773299748111
40-59,0.09993573264781491,0.6020151133501259,0.6297229219143576,0.5994962216624685
40-59,0.10025706940874037,0.6020151133501259,0.6297229219143576,0.5994962216624685
40-59,0.1005784061696658,0.6020151133501259,0.6322418136020151,0.5994962216624685
40-59,0.10089974293059126,0.6045340050377834,0.6322418136020151,0.6020151133501259
40-59,0.10122107969151671,0.6070528967254408,0.6347607052896725,0.6045340050377834
40-59,0.10154241645244216,0.6095717884130982,0.6347607052896725,0.6045340050377834
40-59,0.1018637532133676,0.6120906801007556,0.6372795969773299,0.6070528967254408
40-59,0.10218508997429306,0.6146095717884131,0.6372795969773299,0.6070528967254408
40-59,0.10250642673521851,0.6146095717884131,0.6397984886649875,0.6070528967254408
40-59,0.10282776349614396,0.6146095717884131,0.6397984886649875,0.6095717884130982
40-59,0.10314910025706941,0.6146095717884131,0.6397984886649875,0.6120906801007556
40-59,0.10347043701799485,0.6146095717884131,0.6397984886649875,0.6146095717884131
40-59,0.10379177377892031,0.6146095717884131,0.6423173803526449,0.6171284634760705
40-59,0.10411311053984576,0.6171284634760705,0.6448362720403022,0.6171284634760705
40-59,0.10443444730077121,0.6196473551637279,0.6448362720403022,0.6171284634760705
40-59,0.10475578406169665,0.6196473551637279,0.6473551637279596,0.6171284634760705
40-59,0.1050771208226221,0.6221662468513854,0.6473551637279596,0.6171284634760705
40-59,0.10539845758354756,0.6221662468513854,0.6498740554156172,0.6196473551637279
40-59,0.10571979434447301,0.6246851385390428,0.6498740554156172,0.6221662468513854
40-59,0.10604113110539845,0.6272040302267002,0.6523929471032746,0.6246851385390428
40-59,0.1063624678663239,0.6297229219143576,0.6523929471032746,0.6246851385390428
40-59,0.10668380462724936,0.6322418136020151,0.654911838790932,0.6246851385390428
40-59,0.10700514138817481,0.6322418136020151,0.654911838790932,0.6246851385390428
40-59,0.10732647814910026,0.6322418136020151,0.6574307304785895,0.6272040302267002
40-59,0.1076478149100257,0.6347607052896725,0.6574307304785895,0.6297229219143576
40-59,0.10796915167095116,0.6372795969773299,0.6574307304785895,0.6322418136020151
40-59,0.10829048843187661,0.6397984886649875,0.6599496221662469,0.6347607052896725
40-59,0.10861182519280206,0.6397984886649875,0.6599496221662469,0.6372795969773299
40-59,0.1089331619537275,0.6423173803526449,0.6624685138539043,0.6397984886649875
40-59,0.10925449871465295,0.6448362720403022,0.6624685138539043,0.6397984886649875
40-59,0.1095758354755784,0.6473551637279596,0.6649874055415617,0.6397984886649875
40-59,0.10989717223650386,0.6473551637279596,0.6649874055415617,0.6423173803526449
40-59,0.11021850899742931,0.6498740554156172,0.6675062972292192,0.6423173803526449
40-59,0.11053984575835475,0.6523929471032746,0.6675062972292192,0.6423173803526449
40-59,0.1108611825192802,0.654911838790932,0.6700251889168766,0.6448362720403022
40-59,0.11118251928020566,0.654911838790932,0.672544080604534,0.6448362720403022
40-59,0.11150385604113111,0.6574307304785895,0.672544080604534,0.6448362720403022
40-59,0.11182519280205655,0.6599496221662469,0.6750629722921915,0.6473551637279596
40-59,0.112146529562982,0.6624685138539043,0.6750629722921915,0.6473551637279596
40-59,0.11246786632390746,0.6624685138539043,0.6775818639798489,0.6498740554156172
40-59,0.11278920308483291,0.6624685138539043,0.6775818639798489,0.6498740554156172
40-59,0.11311053984575835,0.6649874055415617,0.6801007556675063,0.6523929471032746
40-59,0.1134318766066838,0.6649874055415617,0.6801007556675063,0.6523929471032746
40-59,0.11375321336760925,0.6649874055415617,0.6826196473551638,0.6523929471032746
40-59,0.11407455012853471,0.6675062972292192,0.6826196473551638,0.654911838790932
40-59,0.11439588688946016,0.6675062972292192,0.6851385390428212,0.6574307304785895
40-59,0.1147172236503856,0.6675062972292192,0.6851385390428212,0.6599496221662469
40-59,0.11503856041131105,0.6675062972292192,0.6851385390428212,0.6624685138539043
40-59,0.1153598971722365,0.6675062972292192,0.6851385390428212,0.6649874055415617
40-59,0.11568123393316196,0.6700251889168766,0.6876574307304786,0.6675062972292192
40-59,0.1160025706940874,0.672544080604534,0.690176322418136,0.6700251889168766
40-59,0.11632390745501285,0.672544080604534,0.690176322418136,0.6700251889168766
40-59,0.1166452442159383,0.672544080604534,0.6926952141057935,0.6700251889168766
40-59,0.11696658097686376,0.672544080604534,0.6926952141057935,0.6700251889168766
40-59,0.1172879177377892,0.672544080604534,0.6952141057934509,0.672544080604534
40-59,0.11760925449871465,0.6750629722921915,0.6952141057934509,0.6750629722921915
40-59,0.1179305912596401,0.6775818639798489,0.6977329974811083,0.6750629722921915
40-59,0.11825192802056556,0.6775818639798489,0.6977329974811083,0.6750629722921915
40-59,0.11857326478149101,0.6801007556675063,0.7002518891687658,0.6775818639798489
40-59,0.11889460154241645,0.6826196473551638,0.7002518891687658,0.6775818639798489
40-59,0.1192159383033419,0.6826196473551638,0.7027707808564232,0.6775818639798489
40-59,0.11953727506426735,0.6826196473551638,0.7027707808564232,0.6801007556675063
40-59,0.1198586118251928,0.6851385390428212,0.7027707808564232,0.6826196473551638
40-59,0.12017994858611825,0.6851385390428212,0.7052896725440806,0.6826196473551638
40-59,0.1205012853470437,0.6876574307304786,0.7052896725440806,0.6826196473551638
40-59,0.12082262210796915,0.690176322418136,0.7052896725440806,0.6851385390428212
40-59,0.1211439588688946,0.6926952141057935,0.707808564231738,0.6876574307304786
40-59,0.12146529562982006,0.6926952141057935,0.707808564231738,0.6876574307304786
40-59,0.1217866323907455,0.6926952141057935,0.7103274559193955,0.6876574307304786
40-59,0.12210796915167095,0.6926952141057935,0.7103274559193955,0.6876574307304786
40-59,0.1224293059125964,0.6926952141057935,0.7103274559193955,0.690176322418136
40-59,0.12275064267352186,0.6926952141057935,0.7128463476070529,0.6926952141057935
40-59,0.1230719794344473,0.6926952141057935,0.7128463476070529,0.6926952141057935
40-59,0.12339331619537275,0.6926952141057935,0.7153652392947103,0.6926952141057935
40-59,0.1237146529562982,0.6952141057934509,0.7153652392947103,0.6926952141057935
40-59,0.12403598971722365,0.6977329974811083,0.7178841309823678,0.6952141057934509
40-59,0.1243573264781491,0.6977329974811083,0.7178841309823678,0.6977329974811083
40-59,0.12467866323907455,0.6977329974811083,0.7204030226700252,0.7002518891687658
40-59,0.125,0.7002518891687658,0.7204030226700252,0.7027707808564232
40-59,0.12532133676092544,0.7027707808564232,0.7229219143576826,0.7027707808564232
40-59,0.1256426735218509,0.7052896725440806,0.72544080604534,0.7027707808564232
40-59,0.12596401028277635,0.7052896725440806,0.72544080604534,0.7052896725440806
40-59,0.1262853470437018,0.7052896725440806,0.7279596977329975,0.707808564231738
40-59,0.12660668380462725,0.7052896725440806,0.7279596977329975,0.707808564231738
40-59,0.1269280205655527,0.707808564231738,0.7304785894206549,0.707808564231738
40-59,0.12724935732647816,0.707808564231738,0.7304785894206549,0.7103274559193955
40-59,0.1275706940874036,0.707808564231738,0.7329974811083123,0.7103274559193955
40-59,0.12789203084832904,0.707808564231738,0.7329974811083123,0.7103274559193955
40-59,0.1282133676092545,0.707808564231738,0.7355163727959698,0.7103274559193955
40-59,0.12853470437017994,0.707808564231738,0.7355163727959698,0.7103274559193955
40-59,0.1288560411311054,0.707808564231738,0.7380352644836272,0.7103274559193955
40-59,0.12917737789203085,0.7103274559193955,0.7380352644836272,0.7103274559193955
40-59,0.1294987146529563,0.7103274559193955,0.7380352644836272,0.7128463476070529
40-59,0.12982005141388175,0.7103274559193955,0.7405541561712846,0.7153652392947103
40-59,0.1301413881748072,0.7103274559193955,0.7405541561712846,0.7153652392947103
40-59,0.13046272493573266,0.7103274559193955,0.7405541561712846,0.7178841309823678
40-59,0.1307840616966581,0.7128463476070529,0.7405541561712846,0.7178841309823678
40-59,0.13110539845758354,0.7128463476070529,0.743073047858942,0.7204030226700252
40-59,0.131426735218509,0.7153652392947103,0.743073047858942,0.7229219143576826
40-59,0.13174807197943444,0.7153652392947103,0.7455919395465995,0.72544080604534
40-59,0.13206940874035988,0.7153652392947103,0.7455919395465995,0.7279596977329975
40-59,0.13239074550128535,0.7178841309823678,0.7481108312342569,0.7304785894206549
40-59,0.1327120822622108,0.7178841309823678,0.7481108312342569,0.7329974811083123
40-59,0.13303341902313626,0.7178841309823678,0.7481108312342569,0.7329974811083123
40-59,0.1333547557840617,0.7178841309823678,0.7506297229219143,0.7355163727959698
40-59,0.13367609254498714,0.7178841309823678,0.7506297229219143,0.7355163727959698
40-59,0.1339974293059126,0.7204030226700252,0.7506297229219143,0.7380352644836272
40-59,0.13431876606683804,0.7204030226700252,0.7531486146095718,0.7380352644836272
40-59,0.1346401028277635,0.7229219143576826,0.7531486146095718,0.7380352644836272
40-59,0.13496143958868895,0.7229219143576826,0.7531486146095718,0.7405541561712846
40-59,0.1352827763496144,0.7229219143576826,0.7556675062972292,0.7405541561712846
40-59,0.13560411311053985,0.72544080604534,0.7556675062972292,0.743073047858942
40-59,0.1359254498714653,0.7279596977329975,0.7556675062972292,0.7455919395465995
40-59,0.13624678663239073,0.7279596977329975,0.7581863979848866,0.7481108312342569
40-59,0.1365681233933162,0.7304785894206549,0.7581863979848866,0.7506297229219143
40-59,0.13688946015424164,0.7304785894206549,0.760705289672544,0.7506297229219143
40-59,0.1372107969151671,0.7304785894206549,0.760705289672544,0.7531486146095718
40-59,0.13753213367609254,0.7329974811083123,0.760705289672544,0.7531486146095718
40-59,0.13785347043701798,0.7355163727959698,0.7632241813602015,0.7531486146095718
40-59,0.13817480719794345,0.7355163727959698,0.7632241813602015,0.7556675062972292
40-59,0.1384961439588689,0.7355163727959698,0.7632241813602015,0.7581863979848866
40-59,0.13881748071979436,0.7380352644836272,0.7632241813602015,0.760705289672544
40-59,0.1391388174807198,0.7405541561712846,0.7657430730478589,0.760705289672544
40-59,0.13946015424164523,0.7405541561712846,0.7657430730478589,0.760705289672544
40-59,0.1397814910025707,0.743073047858942,0.7682619647355163,0.760705289672544
40-59,0.14010282776349614,0.7455919395465995,0.7682619647355163,0.7632241813602015
40-59,0.1404241645244216,0.7481108312342569,0.7707808564231738,0.7632241813602015
40-59,0.14074550128534705,0.7481108312342569,0.7707808564231738,0.7657430730478589
40-59,0.14106683804627249,0.7481108312342569,0.7707808564231738,0.7657430730478589
40-59,0.14138817480719795,0.7506297229219143,0.7732997481108312,0.7657430730478589
40-59,0.1417095115681234,0.7506297229219143,0.7732997481108312,0.7657430730478589
40-59,0.14203084832904883,0.7506297229219143,0.7732997481108312,0.7657430730478589
40-59,0.1423521850899743,0.7531486146095718,0.7758186397984886,0.7682619647355163
40-59,0.14267352185089974,0.7531486146095718,0.7758186397984886,0.7707808564231738
40-59,0.1429948586118252,0.7556675062972292,0.7758186397984886,0.7732997481108312
40-59,0.14331619537275064,0.7581863979848866,0.7783375314861462,0.7732997481108312
40-59,0.14363753213367608,0.7581863979848866,0.7783375314861462,0.7732997481108312
40-59,0.14395886889460155,0.760705289672544,0.7783375314861462,0.7732997481108312
40-59,0.144280205655527,0.760705289672544,0.7808564231738035,0.7732997481108312
40-59,0.14460154241645246,0.760705289672544,0.7808564231738035,0.7758186397984886
40-59,0.1449228791773779,0.760705289672544,0.783375314861461,0.7758186397984886
40-59,0.14524421593830333,0.7632241813602015,0.783375314861461,0.7758186397984886
40-59,0.1455655526992288,0.7657430730478589,0.783375314861461,0.7758186397984886
40-59,0.14588688946015424,0.7657430730478589,0.7858942065491183,0.7758186397984886
40-59,0.14620822622107968,0.7682619647355163,0.7858942065491183,0.7783375314861462
40-59,0.14652956298200515,0.7682619647355163,0.7858942065491183,0.7783375314861462
40-59,0.14685089974293059,0.7682619647355163,0.7858942065491183,0.7808564231738035
40-59,0.14717223650385605,0.7707808564231738,0.7884130982367759,0.7808564231738035
40-59,0.1474935732647815,0.7707808564231738,0.7884130982367759,0.7808564231738035
40-59,0.14781491002570693,0.7732997481108312,0.7884130982367759,0.7808564231738035
40-59,0.1481362467866324,0.7732997481108312,0.7909319899244333,0.7808564231738035
40-59,0.14845758354755784,0.7732997481108312,0.7909319899244333,0.783375314861461
40-59,0.1487789203084833,0.7732997481108312,0.7909319899244333,0.7858942065491183
40-59,0.14910025706940874,0.7732997481108312,0.7909319899244333,0.7858942065491183
40-59,0.14942159383033418,0.7732997481108312,0.7909319899244333,0.7858942065491183
40-59,0.14974293059125965,0.7758186397984886,0.7934508816120907,0.7858942065491183
40-59,0.1500642673521851,0.7758186397984886,0.7934508816120907,0.7884130982367759
40-59,0.15038560411311053,0.7758186397984886,0.7959697732997482,0.7909319899244333
40-59,0.150706940874036,0.7758186397984886,0.7959697732997482,0.7909319899244333
40-59,0.15102827763496143,0.7783375314861462,0.7959697732997482,0.7934508816120907
40-59,0.1513496143958869,0.7783375314861462,0.7984886649874056,0.7934508816120907
40-59,0.15167095115681234,0.7783375314861462,0.7984886649874056,0.7934508816120907
40-59,0.15199228791773778,0.7808564231738035,0.7984886649874056,0.7934508816120907
40-59,0.15231362467866325,0.783375314861461,0.801007556675063,0.7934508816120907
40-59,0.15263496143958868,0.783375314861461,0.801007556675063,0.7934508816120907
40-59,0.15295629820051415,0.783375314861461,0.801007556675063,0.7934508816120907
40-59,0.1532776349614396,0.783375314861461,0.8035264483627204,0.7934508816120907
40-59,0.15359897172236503,0.7858942065491183,0.8035264483627204,0.7934508816120907
40-59,0.1539203084832905,0.7858942065491183,0.8035264483627204,0.7934508816120907
40-59,0.15424164524421594,0.7858942065491183,0.8060453400503779,0.7934508816120907
40-59,0.15456298200514137,0.7858942065491183,0.8060453400503779,0.7934508816120907
40-59,0.15488431876606684,0.7884130982367759,0.8085642317380353,0.7934508816120907
40-59,0.15520565552699228,0.7909319899244333,0.8085642317380353,0.7959697732997482
40-59,0.15552699228791775,0.7909319899244333,0.8085642317380353,0.7959697732997482
40-59,0.1558483290488432,0.7909319899244333,0.8110831234256927,0.7959697732997482
40-59,0.15616966580976863,0.7909319899244333,0.8110831234256927,0.7959697732997482
40-59,0.1564910025706941,0.7909319899244333,0.8110831234256927,0.7959697732997482
40-59,0.15681233933161953,0.7934508816120907,0.8110831234256927,0.7959697732997482
40-59,0.157133676092545,0.7934508816120907,0.8136020151133502,0.7959697732997482
40-59,0.15745501285347044,0.7934508816120907,0.8136020151133502,0.7959697732997482
40-59,0.15777634961439588,0.7959697732997482,0.8161209068010076,0.7959697732997482
40-59,0.15809768637532134,0.7959697732997482,0.8161209068010076,0.7984886649874056
40-59,0.15841902313624678,0.7959697732997482,0.8161209068010076,0.7984886649874056
40-59,0.15874035989717222,0.7959697732997482,0.8161209068010076,0.801007556675063
40-59,0.1590616966580977,0.7959697732997482,0.8161209068010076,0.8035264483627204
40-59,0.15938303341902313,0.7959697732997482,0.818639798488665,0.8035264483627204
40-59,0.1597043701799486,0.7984886649874056,0.818639798488665,0.8035264483627204
40-59,0.16002570694087404,0.7984886649874056,0.8211586901763224,0.8035264483627204
40-59,0.16034704370179947,0.801007556675063,0.8211586901763224,0.8035264483627204
40-59,0.16066838046272494,0.801007556675063,0.8211586901763224,0.8060453400503779
40-59,0.16098971722365038,0.8035264483627204,0.8211586901763224,0.8085642317380353
40-59,0.16131105398457585,0.8035264483627204,0.8236775818639799,0.8110831234256927
40-59,0.1616323907455013,0.8035264483627204,0.8236775818639799,0.8136020151133502
40-59,0.16195372750642673,0.8060453400503779,0.8236775818639799,0.8136020151133502
40-59,0.1622750642673522,0.8060453400503779,0.8261964735516373,0.8161209068010076
40-59,0.16259640102827763,0.8060453400503779,0.8261964735516373,0.8161209068010076
40-59,0.1629177377892031,0.8085642317380353,0.8261964735516373,0.8161209068010076
40-59,0.16323907455012854,0.8085642317380353,0.8287153652392947,0.8161209068010076
40-59,0.16356041131105398,0.8085642317380353,0.8287153652392947,0.8161209068010076
40-59,0.16388174807197944,0.8085642317380353,0.8287153652392947,0.8161209068010076
40-59,0.16420308483290488,0.8085642317380353,0.8312342569269522,0.8161209068010076
40-59,0.16452442159383032,0.8085642317380353,0.8312342569269522,0.8161209068010076
40-59,0.1648457583547558,0.8085642317380353,0.8312342569269522,0.8161209068010076
40-59,0.16516709511568123,0.8085642317380353,0.8312342569269522,0.818639798488665
40-59,0.1654884318766067,0.8110831234256927,0.8337531486146096,0.818639798488665
40-59,0.16580976863753213,0.8110831234256927,0.8337531486146096,0.818639798488665
40-59,0.16613110539845757,0.8110831234256927,0.8337531486146096,0.8211586901763224
40-59,0.16645244215938304,0.8136020151133502,0.836272040302267,0.8211586901763224
40-59,0.16677377892030848,0.8136020151133502,0.836272040302267,0.8211586901763224
40-59,0.16709511568123395,0.8161209068010076,0.836272040302267,0.8211586901763224
40-59,0.16741645244215939,0.8161209068010076,0.836272040302267,0.8236775818639799
40-59,0.16773778920308482,0.8161209068010076,0.836272040302267,0.8236775818639799
40-59,0.1680591259640103,0.8161209068010076,0.836272040302267,0.8236775818639799
40-59,0.16838046272493573,0.8161209068010076,0.8387909319899244,0.8236775818639799
40-59,0.16870179948586117,0.8161209068010076,0.8387909319899244,0.8236775818639799
40-59,0.16902313624678664,0.8161209068010076,0.8387909319899244,0.8261964735516373
40-59,0.16934447300771208,0.8161209068010076,0.8413098236775819,0.8261964735516373
40-59,0.16966580976863754,0.8161209068010076,0.8413098236775819,0.8261964735516373
40-59,0.16998714652956298,0.8161209068010076,0.8413098236775819,0.8261964735516373
40-59,0.17030848329048842,0.8161209068010076,0.8413098236775819,0.8261964735516373
40-59,0.1706298200514139,0.8161209068010076,0.8413098236775819,0.8261964735516373
40-59,0.17095115681233933,0.8161209068010076,0.8413098236775819,0.8261964735516373
